imagecol,imagerow,cluster.init
268,221,2
281,30,5
75,96,6
201,242,1
265,75,4
139,305,0
305,133,4
219,105,3
260,185,2
236,73,4
107,312,0
217,148,2
220,35,5
79,92,6
188,208,1
195,207,1
204,80,4
147,371,0
147,154,2
264,181,2
216,44,5
213,74,4
225,38,5
147,322,0
240,107,3
150,329,0
285,139,3
171,208,1
178,207,1
187,80,4
184,110,3
269,122,3
252,71,4
272,129,3
196,74,4
264,35,5
211,267,1
317,78,5
284,93,4
301,123,4
204,144,2
256,175,2
202,52,5
147,352,0
216,108,3
223,107,3
115,87,6
150,359,0
154,208,1
321,74,5
139,316,0
235,71,4
305,144,4
154,125,3
142,323,0
163,119,3
280,146,3
187,144,2
89,93,6
222,145,2
308,65,5
199,108,3
206,107,3
94,314,0
287,44,5
218,71,4
175,210,1
186,78,4
150,340,0
291,148,3
288,95,4
255,110,3
182,108,3
68,102,6
300,59,5
211,278,1
267,74,4
295,169,3
141,376,0
239,156,2
258,118,3
158,210,1
242,163,2
203,242,1
307,133,4
45,103,6
88,90,6
125,304,0
81,92,6
270,250,2
206,80,4
198,220,1
25,95,6
291,46,5
218,44,5
234,36,5
193,216,1
266,259,2
275,91,4
242,106,3
226,151,2
137,219,1
226,68,4
177,116,3
254,70,4
238,32,5
189,80,4
273,33,5
274,129,3
291,159,3
258,174,2
141,215,1
148,214,1
198,74,4
225,106,3
277,137,3
294,167,3
270,231,2
261,182,2
213,45,5
237,70,4
295,180,3
144,161,2
266,240,2
307,144,4
156,125,3
144,323,0
153,155,2
265,203,2
165,119,3
189,144,2
270,261,2
310,65,5
290,44,5
294,110,4
176,113,3
268,124,3
285,154,3
201,145,2
252,169,2
188,77,4
111,81,6
205,45,5
71,101,6
135,310,0
262,176,2
273,127,3
201,54,5
257,172,2
103,317,0
148,349,0
184,145,2
116,84,6
241,72,4
143,376,0
260,118,3
160,210,1
143,159,2
244,163,2
155,122,3
54,101,6
208,249,1
47,103,6
90,90,6
205,109,3
309,62,5
127,304,0
264,114,3
224,155,2
207,104,3
99,84,6
224,72,4
293,46,5
236,36,5
176,207,1
277,91,4
296,53,5
30,103,6
139,219,1
204,43,5
228,68,4
199,236,1
247,30,5
240,32,5
174,149,2
150,213,1
200,52,5
202,244,1
296,166,3
159,207,1
199,104,3
227,106,3
159,124,3
183,149,2
218,150,2
21,89,6
288,47,5
268,240,2
313,64,5
24,97,6
271,247,2
207,77,4
214,76,4
199,217,1
272,260,2
292,43,5
210,106,3
276,88,4
166,149,2
202,225,1
315,72,5
178,113,3
299,117,4
279,34,5
267,232,2
190,77,4
197,76,4
187,107,3
21,70,6
171,152,2
73,101,6
303,138,4
300,168,3
226,103,3
267,183,2
24,78,6
191,211,1
271,228,2
295,102,4
306,146,4
279,147,3
296,177,3
272,241,2
145,158,2
263,192,2
243,72,4
20,87,6
307,66,5
21,100,6
154,152,2
56,101,6
283,143,3
267,213,2
271,258,2
247,105,3
101,84,6
319,74,5
193,149,2
60,97,6
286,89,4
303,119,4
270,134,3
197,49,5
185,206,1
194,79,4
298,53,5
136,307,0
20,68,6
206,43,5
233,158,2
249,30,5
230,105,3
148,364,0
275,137,3
302,136,4
152,213,1
205,256,1
242,69,4
250,164,2
267,194,2
161,207,1
168,206,1
161,124,3
91,87,6
216,75,4
213,105,3
269,202,2
26,97,6
205,286,1
318,71,5
225,69,4
266,124,3
294,43,5
297,50,5
148,345,0
168,149,2
205,237,1
286,100,4
140,309,0
253,115,3
196,105,3
237,160,2
180,150,2
281,34,5
75,100,6
269,232,2
208,245,1
265,79,4
189,107,3
23,70,6
204,254,1
26,78,6
86,95,6
205,267,1
219,147,2
123,309,0
281,147,3
298,177,3
147,158,2
95,89,6
22,87,6
208,275,1
229,154,2
269,213,2
167,146,2
69,95,6
301,52,5
184,114,3
293,155,3
106,309,0
186,109,3
187,205,1
204,235,1
196,78,4
280,31,5
65,104,6
252,113,3
256,179,2
208,42,5
215,41,5
155,212,1
74,98,6
190,213,1
110,305,0
264,77,4
304,135,4
232,105,3
305,148,4
142,327,0
296,99,4
216,150,2
219,37,5
170,205,1
244,69,4
163,123,3
308,156,4
288,156,3
195,222,1
138,212,1
146,348,0
94,318,0
218,75,4
301,108,4
206,273,1
174,118,3
215,105,3
292,152,3
66,98,6
320,71,5
227,69,4
186,82,4
183,112,3
304,116,4
271,131,3
195,76,4
307,62,5
291,107,4
308,137,4
198,105,3
145,316,0
239,160,2
182,150,2
141,163,2
146,329,0
304,146,4
150,157,2
251,161,2
45,107,6
206,254,1
125,308,0
162,121,3
186,146,2
263,125,3
198,218,1
145,346,0
165,150,2
97,89,6
271,29,5
210,275,1
27,94,6
146,359,0
206,284,1
275,133,3
142,368,0
169,146,2
37,101,6
303,52,5
287,97,4
298,162,3
141,306,0
254,112,3
238,157,2
189,205,1
198,78,4
254,29,5
282,31,5
39,102,6
238,74,4
266,76,4
294,171,3
257,120,3
157,212,1
261,186,2
285,39,5
234,104,3
241,103,3
225,148,2
307,148,4
124,306,0
22,102,6
172,205,1
237,29,5
278,84,4
265,31,5
96,86,6
221,74,4
165,123,3
310,156,4
140,212,1
290,48,5
200,229,1
233,38,5
217,104,3
201,149,2
208,148,2
136,221,1
107,306,0
204,74,4
290,161,3
147,365,0
286,33,5
116,306,0
216,38,5
265,188,2
184,149,2
293,107,4
147,316,0
260,122,3
233,102,3
143,163,2
54,105,6
286,146,3
