imagecol,imagerow,cluster.init
192,123,6
237,155,6
245,229,5
128,291,3
229,78,5
273,103,5
229,212,5
240,163,6
200,272,4
107,270,3
224,146,6
91,315,2
160,314,3
110,278,3
66,342,1
261,35,4
159,168,5
50,387,0
232,295,4
78,306,2
120,285,3
207,208,5
265,97,5
81,314,2
231,150,6
191,191,5
126,346,2
192,266,4
216,208,5
154,308,3
42,381,0
147,310,3
224,289,4
70,300,2
284,44,4
127,227,4
248,231,5
297,183,6
159,311,3
223,144,6
259,91,5
287,52,4
312,135,5
208,202,5
58,341,1
65,340,1
236,297,4
146,302,3
231,293,4
210,135,6
77,304,2
130,347,2
33,368,0
267,44,4
94,272,3
139,304,3
239,84,5
45,332,1
316,131,5
344,92,4
166,253,4
218,284,4
57,296,2
64,295,2
207,132,6
267,174,6
323,71,4
169,261,4
304,63,4
170,181,5
61,400,0
247,228,5
198,276,4
171,256,4
288,46,4
133,298,3
37,326,1
117,343,2
278,110,5
234,219,5
158,247,4
182,189,5
101,327,2
165,321,3
288,117,5
238,81,5
266,42,4
32,366,0
80,306,2
64,351,1
164,176,5
48,396,0
55,395,0
327,73,4
259,173,6
270,104,5
266,172,6
330,80,4
194,266,4
218,74,5
295,187,6
144,168,5
221,215,5
145,243,4
129,288,3
193,121,6
246,164,6
44,381,0
282,112,5
225,143,6
253,238,5
226,218,5
177,266,4
116,279,3
100,324,2
261,91,5
289,52,4
84,369,1
314,135,5
79,303,2
264,99,5
213,209,5
237,151,6
35,368,0
293,114,5
346,91,4
38,375,0
274,106,5
47,332,1
244,91,5
321,138,5
201,275,4
269,174,6
143,166,5
103,275,3
128,224,4
249,228,5
156,319,3
274,177,6
338,85,4
252,236,5
135,298,3
293,54,4
119,343,2
126,342,2
236,85,5
236,219,5
313,132,5
209,199,5
160,247,4
237,294,4
67,350,1
34,365,0
188,271,4
95,269,3
240,81,5
46,329,1
217,286,4
57,394,0
63,297,2
167,250,4
127,292,3
216,141,6
111,337,2
268,172,6
332,80,4
154,241,4
155,316,3
219,149,6
223,81,5
179,190,5
147,243,4
248,164,6
49,388,0
183,186,5
74,405,0
211,281,4
208,135,6
102,324,2
272,43,4
86,369,1
105,331,2
186,194,5
163,178,5
247,90,5
291,181,6
215,209,5
72,347,1
89,315,2
40,375,0
222,283,4
235,160,6
52,339,1
323,138,5
296,184,6
145,165,5
203,275,4
308,62,4
247,161,6
130,223,4
138,297,3
259,39,4
283,109,5
133,231,4
295,53,4
234,152,6
202,205,5
170,320,3
227,154,6
263,101,5
270,100,5
315,132,5
239,294,4
165,254,4
288,184,6
88,312,2
189,196,5
162,176,5
290,179,6
36,365,0
190,271,4
97,269,3
250,92,5
302,57,4
39,373,0
56,341,1
149,167,5
270,171,6
51,337,1
218,141,6
255,95,5
221,148,6
233,288,4
157,316,3
250,163,6
257,96,5
302,128,5
258,237,5
91,263,3
125,344,2
294,51,4
144,307,3
238,291,4
319,134,5
