imagecol,imagerow,cluster.init
192,123,6
87,319,2
203,133,6
97,322,2
202,204,5
144,246,4
237,155,6
216,143,6
182,121,6
181,192,5
165,175,5
56,394,0
210,207,5
201,201,5
155,318,3
58,339,1
131,299,3
224,146,6
51,390,0
69,349,1
91,315,2
189,195,5
53,394,0
120,339,2
186,117,6
66,342,1
132,303,3
139,302,3
50,387,0
170,178,5
146,242,4
61,397,0
111,291,3
90,362,1
56,340,1
184,117,6
183,188,5
193,191,5
124,301,3
89,316,2
170,262,4
102,326,2
218,140,6
149,250,4
93,370,1
231,150,6
53,386,0
71,345,1
126,346,2
117,340,2
191,191,5
105,284,3
70,354,1
84,355,1
50,333,1
134,308,3
60,336,1
163,180,5
129,304,3
239,153,6
96,319,2
152,249,4
198,132,6
212,133,6
125,343,2
63,393,0
113,287,3
206,206,5
42,381,0
52,384,0
71,346,1
137,307,3
144,306,3
147,310,3
104,322,2
150,317,3
116,295,3
185,185,5
126,298,3
64,348,1
233,146,6
55,392,0
175,266,4
77,358,1
151,247,4
212,134,6
223,144,6
63,394,0
164,257,4
206,198,5
165,177,5
56,396,0
208,202,5
58,341,1
172,260,4
145,240,4
203,136,6
210,135,6
168,185,5
130,347,2
106,328,2
128,294,3
44,378,0
66,344,1
139,304,3
57,388,0
142,311,3
152,314,3
118,292,3
225,140,6
166,253,4
131,302,3
69,352,1
177,263,4
204,128,6
162,178,5
207,132,6
100,321,2
186,120,6
169,261,4
198,192,5
139,305,3
112,285,3
170,181,5
90,365,1
56,343,1
171,256,4
213,206,5
184,120,6
92,369,1
177,264,4
132,344,2
120,288,3
218,143,6
174,186,5
133,298,3
99,276,3
71,348,1
62,392,0
93,324,2
84,358,1
50,336,1
203,201,5
60,339,1
171,257,4
182,189,5
136,306,3
164,175,5
212,136,6
125,346,2
101,327,2
164,259,4
143,247,4
137,310,3
82,359,1
83,356,1
220,139,6
185,188,5
176,182,5
229,142,6
64,351,1
172,262,4
199,127,6
164,176,5
55,395,0
95,320,2
151,250,4
200,202,5
40,369,0
223,147,6
164,260,4
46,380,0
184,185,5
119,340,2
107,284,3
114,283,3
52,333,1
98,328,2
208,205,5
65,343,1
87,368,1
145,243,4
127,343,2
115,287,3
106,331,2
44,381,0
57,391,0
153,246,4
152,317,3
118,295,3
225,143,6
85,310,2
235,146,6
131,305,3
121,336,2
177,266,4
100,324,2
156,254,4
38,374,0
99,278,3
124,344,2
112,288,3
122,291,3
108,327,2
224,141,6
51,385,0
189,190,5
237,151,6
219,137,6
150,247,4
132,347,2
120,291,3
38,375,0
111,335,2
133,301,3
49,385,0
99,279,3
158,250,4
123,299,3
240,150,6
147,241,4
148,316,3
105,328,2
221,142,6
53,381,0
103,275,3
163,175,5
134,343,2
117,292,3
146,316,3
185,191,5
113,331,2
229,145,6
89,312,2
187,195,5
152,244,4
194,194,5
73,357,1
166,183,5
40,372,0
125,295,3
189,128,6
101,276,3
53,382,0
126,342,2
64,392,0
107,287,3
86,358,1
52,336,1
114,286,3
150,312,3
209,199,5
65,346,1
173,257,4
76,356,1
67,350,1
145,246,4
152,245,4
127,346,2
107,325,2
183,121,6
193,124,6
106,334,2
44,384,0
57,394,0
75,353,1
209,200,5
153,249,4
59,398,0
88,363,1
128,338,2
87,317,2
192,199,5
202,202,5
54,332,1
78,361,1
100,327,2
216,141,6
182,119,6
38,377,0
45,376,0
181,190,5
140,302,3
112,291,3
57,340,1
210,205,5
155,316,3
108,330,2
179,190,5
51,388,0
189,193,5
224,144,6
147,243,4
150,250,4
202,203,5
120,294,3
49,388,0
204,198,5
90,360,1
183,186,5
62,349,1
206,131,6
92,321,2
208,135,6
102,324,2
207,206,5
149,248,4
59,336,1
148,319,3
105,331,2
221,145,6
186,194,5
231,148,6
53,384,0
191,189,5
126,344,2
163,178,5
72,347,1
229,148,6
89,315,2
96,317,2
152,247,4
194,197,5
40,375,0
101,279,3
64,395,0
82,354,1
209,202,5
52,339,1
160,250,4
150,315,3
116,293,3
88,365,1
95,364,1
188,190,5
67,353,1
175,264,4
140,313,3
107,328,2
223,142,6
63,392,0
193,127,6
86,316,2
58,388,0
196,193,5
137,306,3
119,292,3
75,356,1
167,253,4
115,331,2
98,280,3
172,258,4
234,152,6
94,319,2
203,134,6
168,183,5
130,345,2
216,144,6
182,122,6
63,338,1
106,283,3
142,309,3
165,254,4
155,319,3
121,297,3
131,300,3
51,391,0
88,312,2
189,196,5
162,176,5
204,126,6
238,148,6
185,121,6
122,335,2
100,276,3
110,279,3
139,303,3
205,130,6
39,373,0
170,179,5
211,200,5
90,363,1
56,341,1
184,118,6
183,189,5
236,149,6
170,263,4
51,337,1
162,177,5
80,361,1
208,138,6
102,327,2
173,187,5
218,141,6
47,376,0
99,274,3
117,341,2
84,356,1
50,334,1
170,180,5
171,255,4
136,304,3
229,151,6
74,354,1
89,318,2
96,320,2
160,178,5
167,180,5
41,369,0
125,344,2
86,318,2
101,282,3
42,382,0
137,308,3
144,307,3
82,357,1
175,183,5
185,186,5
95,367,1
61,345,1
83,311,2
188,193,5
164,174,5
94,321,2
55,393,0
175,267,4
107,331,2
223,145,6
189,123,6
202,133,6
65,341,1
115,334,2
176,259,4
210,136,6
183,116,6
63,341,1
57,389,0
148,249,4
142,312,3
149,311,3
118,293,3
225,141,6
190,190,5
131,303,3
47,387,0
69,353,1
204,129,6
162,179,5
169,178,5
60,397,0
156,252,4
228,149,6
122,338,2
169,262,4
198,193,5
39,376,0
57,335,1
170,182,5
177,181,5
108,325,2
213,207,5
184,121,6
148,241,4
236,152,6
177,265,4
150,245,4
132,345,2
120,289,3
47,379,0
38,373,0
111,333,2
49,383,0
99,277,3
71,349,1
144,309,3
62,393,0
50,337,1
123,297,3
61,347,1
230,145,6
90,312,2
171,258,4
195,194,5
136,307,3
240,148,6
74,357,1
209,133,6
167,183,5
219,136,6
41,372,0
114,332,2
105,326,2
161,256,4
102,276,3
202,135,6
203,197,5
144,310,3
134,341,2
82,360,1
117,290,3
146,314,3
175,186,5
185,189,5
96,278,3
176,261,4
164,177,5
55,396,0
210,138,6
155,249,4
125,293,3
223,148,6
189,126,6
138,303,3
104,281,3
202,136,6
114,284,3
149,313,3
52,334,1
163,252,4
65,344,1
76,354,1
176,262,4
187,194,5
169,180,5
145,244,4
79,361,1
55,342,1
183,119,6
106,332,2
44,382,0
63,344,1
225,144,6
191,122,6
190,193,5
234,147,6
76,355,1
177,267,4
204,132,6
169,181,5
215,142,6
100,325,2
156,255,4
171,185,5
45,374,0
130,297,3
106,278,3
198,196,5
124,345,2
112,289,3
119,288,3
91,360,1
57,338,1
179,188,5
178,259,4
143,308,3
219,138,6
150,248,4
120,292,3
111,336,2
49,386,0
99,280,3
78,351,1
151,311,3
89,361,1
62,396,0
158,251,4
90,315,2
92,319,2
147,320,3
59,334,1
105,329,2
186,192,5
104,283,3
134,344,2
82,363,1
96,364,1
117,293,3
146,317,3
205,204,5
113,332,2
229,146,6
89,313,2
141,313,3
194,195,5
155,252,4
166,184,5
125,296,3
70,345,1
101,277,3
116,340,2
126,343,2
54,390,0
104,284,3
64,393,0
52,337,1
232,145,6
163,255,4
197,194,5
128,304,3
173,258,4
188,188,5
76,357,1
211,133,6
152,246,4
107,326,2
183,122,6
226,147,6
196,191,5
131,346,2
119,290,3
209,201,5
98,278,3
191,125,6
234,150,6
128,339,2
87,318,2
199,199,5
157,249,4
127,293,3
45,377,0
181,191,5
118,337,2
140,303,3
106,281,3
131,347,2
119,291,3
57,341,1
165,252,4
155,317,3
237,149,6
179,191,5
88,310,2
144,240,4
143,311,3
178,262,4
133,342,2
81,361,1
185,119,6
112,330,2
100,274,3
201,195,5
39,371,0
58,333,1
124,294,3
89,364,1
153,318,3
236,147,6
206,132,6
51,335,1
133,343,2
92,322,2
207,207,5
37,371,0
185,120,6
59,337,1
221,146,6
187,124,6
50,381,0
126,345,2
111,285,3
43,383,0
62,345,1
72,348,1
229,149,6
142,245,4
194,198,5
152,248,4
155,255,4
190,123,6
125,299,3
105,278,3
101,280,3
134,302,3
54,393,0
64,396,0
209,203,5
160,251,4
175,181,5
95,365,1
43,384,0
198,126,6
188,191,5
213,140,6
107,329,2
86,317,2
58,389,0
196,194,5
53,332,1
126,292,3
64,342,1
48,387,0
115,332,2
77,352,1
98,281,3
176,257,4
