imagecol,imagerow,cluster.init
191,119,4
207,220,3
172,290,1
186,291,1
217,114,4
157,122,4
176,118,4
185,217,3
140,297,1
194,294,1
122,255,2
168,216,3
141,251,2
178,339,0
194,211,3
195,248,2
131,249,2
150,245,2
107,137,4
185,246,2
158,340,0
210,117,4
143,213,3
159,294,1
140,122,4
187,296,1
139,252,2
205,255,2
159,118,4
158,248,2
171,341,0
187,213,3
253,133,4
142,293,1
180,344,0
149,292,1
177,294,1
194,246,2
123,214,3
151,216,3
124,251,2
161,339,0
177,211,3
178,115,4
185,114,4
209,217,3
136,215,3
245,122,4
143,248,2
198,350,0
109,133,4
116,132,4
151,343,0
193,346,0
200,119,4
181,290,1
235,120,4
142,294,1
116,216,3
155,249,2
151,251,2
147,352,0
177,246,2
163,344,0
135,296,1
255,129,4
191,346,0
161,291,1
189,293,1
160,211,3
161,115,4
168,114,4
234,117,4
243,123,4
200,120,4
199,250,2
121,219,3
183,295,1
183,119,4
167,340,0
164,290,1
201,211,3
209,114,4
219,117,4
255,130,4
118,129,4
148,252,2
137,125,4
160,246,2
191,298,1
167,248,2
149,348,0
156,347,0
202,249,2
144,291,1
175,343,0
186,294,1
217,117,4
227,120,4
121,220,3
186,211,3
146,252,2
130,297,1
182,250,2
210,252,2
166,295,1
130,214,3
194,297,1
140,217,3
166,119,4
249,124,4
147,290,1
165,249,2
194,214,3
192,114,4
195,118,4
202,117,4
149,294,1
131,252,2
120,125,4
150,248,2
157,247,2
107,140,4
158,343,0
141,292,1
169,294,1
210,120,4
143,216,3
169,211,3
130,249,2
165,250,2
184,246,2
142,296,1
149,295,1
123,217,3
149,119,4
232,124,4
142,213,3
177,214,3
178,118,4
185,117,4
168,292,1
133,248,2
168,116,4
169,246,2
155,344,0
247,129,4
197,248,2
183,346,0
254,128,4
193,349,0
126,216,3
206,251,2
226,117,4
190,296,1
125,129,4
160,340,0
255,132,4
234,120,4
161,118,4
168,117,4
160,248,2
151,292,1
182,344,0
199,253,2
126,251,2
129,125,4
152,246,2
141,348,0
148,347,0
155,120,4
167,343,0
189,251,2
209,117,4
219,120,4
192,292,1
138,252,2
118,132,4
256,125,4
174,250,2
204,256,2
217,120,4
127,126,4
157,249,2
172,213,3
139,349,0
186,214,3
183,244,2
165,344,0
141,294,1
193,247,2
184,340,0
167,289,1
141,211,3
130,217,3
138,120,4
137,250,2
150,343,0
249,127,4
194,217,3
202,120,4
191,247,2
149,297,1
197,351,0
175,292,1
185,295,1
131,255,2
204,257,2
149,214,3
120,128,4
150,251,2
239,125,4
146,123,4
203,211,3
176,246,2
211,114,4
158,346,0
141,295,1
140,249,2
254,130,4
165,120,4
177,343,0
184,249,2
233,118,4
123,220,3
131,123,4
120,250,2
142,216,3
185,120,4
158,292,1
168,295,1
132,214,3
187,291,1
133,251,2
152,340,0
117,129,4
241,121,4
194,114,4
155,347,0
254,131,4
177,289,1
206,254,2
226,120,4
136,126,4
190,299,1
148,349,0
162,121,4
160,343,0
174,344,0
143,292,1
179,339,0
125,216,3
234,123,4
132,249,2
103,142,4
200,247,2
151,295,1
115,214,3
170,291,1
224,121,4
110,132,4
144,213,3
177,114,4
129,128,4
193,215,3
136,127,4
148,350,0
155,123,4
208,250,2
119,126,4
138,122,4
145,121,4
192,295,1
118,135,4
157,344,0
166,217,3
256,128,4
176,340,0
192,212,3
228,117,4
211,258,2
129,250,2
127,129,4
146,125,4
105,138,4
183,247,2
153,124,4
148,296,1
193,250,2
153,291,1
184,343,0
167,292,1
122,218,3
141,214,3
236,120,4
138,123,4
195,211,3
137,253,2
191,250,2
175,295,1
131,125,4
149,217,3
157,120,4
146,247,2
159,340,0
175,212,3
169,343,0
185,215,3
203,214,3
211,117,4
194,292,1
122,253,2
213,254,2
166,247,2
261,132,4
150,292,1
124,214,3
233,121,4
186,114,4
120,253,2
185,244,2
169,289,1
202,114,4
158,295,1
205,219,3
132,217,3
140,120,4
241,124,4
158,212,3
152,343,0
168,215,3
159,116,4
194,117,4
178,338,0
189,348,0
177,292,1
117,216,3
206,257,2
151,214,3
178,246,2
143,295,1
180,216,3
162,291,1
209,215,3
136,213,3
143,212,3
168,244,2
