imagecol,imagerow,cluster.init
209,19,6
317,18,5
237,114,5
362,9,4
156,252,2
140,297,1
151,362,0
168,216,3
217,106,5
318,89,6
269,137,5
201,151,4
213,291,2
374,17,4
127,288,1
354,37,5
172,320,1
156,365,0
225,255,3
232,254,3
305,80,6
273,133,5
199,93,5
276,140,5
334,29,5
184,327,1
195,278,2
356,45,5
162,210,3
309,76,6
260,124,5
155,249,2
316,16,5
195,146,4
166,314,1
240,178,4
150,359,0
114,284,1
190,80,5
98,329,0
219,250,3
142,240,2
216,104,5
146,306,1
227,169,4
130,351,0
151,197,3
154,204,3
271,55,6
283,195,4
219,25,6
203,95,5
218,288,2
199,280,2
360,47,5
106,278,1
169,265,2
182,74,5
183,325,1
259,121,5
211,244,3
339,26,5
179,272,2
320,18,5
163,317,1
291,144,5
124,346,0
211,19,6
158,251,2
315,86,6
239,114,5
142,296,1
226,166,4
161,259,2
134,353,0
145,304,1
275,57,6
320,89,6
331,20,5
258,189,4
234,253,3
206,335,1
379,24,4
206,159,4
177,327,1
116,340,0
255,49,6
307,80,6
343,27,5
233,108,5
267,189,4
278,140,5
152,246,2
197,278,2
384,27,4
164,210,3
311,76,6
237,36,6
189,335,1
238,111,5
157,249,2
371,18,4
197,146,4
168,314,1
200,153,4
245,185,4
217,28,6
229,168,4
103,336,0
144,240,2
294,76,6
221,287,2
132,351,0
156,204,3
233,251,3
205,94,5
124,294,1
135,359,0
281,67,6
254,47,6
201,279,2
108,277,1
282,142,5
192,147,4
213,243,3
204,287,2
358,14,4
261,121,5
188,332,1
95,330,0
234,39,6
322,17,5
212,98,5
268,195,4
241,113,5
248,112,5
293,144,5
216,26,6
228,166,4
102,272,1
147,304,1
277,57,6
207,238,3
280,64,6
289,197,4
215,157,4
260,189,4
236,253,3
228,34,6
309,13,5
381,24,4
361,44,5
118,340,0
167,209,3
239,261,3
229,292,2
184,84,5
235,108,5
180,269,2
341,36,5
348,35,5
191,334,1
199,232,3
316,83,6
240,111,5
218,108,5
162,256,2
202,153,4
179,224,3
146,239,2
154,313,1
223,287,2
178,79,5
380,21,4
174,264,2
335,31,5
284,141,5
259,54,6
210,102,5
263,120,5
287,149,5
194,147,4
271,194,4
295,68,6
206,287,2
360,14,4
138,301,1
190,332,1
97,330,0
243,38,6
324,17,5
218,251,3
214,98,5
175,214,3
327,25,5
170,324,1
109,337,0
161,368,0
300,77,6
302,72,6
163,363,0
146,250,2
314,16,5
130,295,1
282,64,6
206,92,5
283,139,5
294,204,4
366,10,4
314,87,6
263,131,5
164,319,1
148,364,0
222,253,3
137,237,2
182,269,2
323,15,5
149,201,3
226,248,3
250,122,5
185,277,2
124,290,1
200,86,5
169,322,1
222,28,6
153,305,1
193,88,5
237,175,4
172,268,2
104,282,1
180,78,5
156,313,1
140,358,0
256,51,6
176,263,2
257,126,5
