imagecol,imagerow,cluster.init
133,356,0
281,71,6
272,65,6
237,114,5
260,59,6
209,103,5
156,252,2
179,147,4
159,259,2
275,73,6
169,262,2
285,76,6
181,142,4
157,206,3
168,216,3
103,330,0
217,106,5
181,226,3
147,204,3
177,265,2
150,245,2
189,145,4
161,310,1
120,289,1
225,171,4
189,229,3
204,159,4
214,162,4
151,308,1
112,287,1
123,297,1
130,237,2
137,236,2
242,118,5
182,268,2
222,165,4
161,256,2
184,151,4
183,222,3
149,200,3
225,172,4
145,301,1
174,266,2
115,345,0
143,248,2
144,310,1
162,210,3
117,290,1
128,355,0
232,113,5
186,230,3
191,225,3
155,249,2
151,251,2
222,111,5
125,293,1
135,296,1
270,72,6
109,338,0
116,337,0
138,303,1
104,281,1
160,211,3
114,284,1
219,166,4
98,329,0
226,106,5
249,51,6
214,100,5
176,262,2
142,240,2
122,349,0
145,244,2
216,104,5
146,306,1
217,166,4
227,169,4
130,351,0
106,332,0
154,204,3
164,207,3
213,97,5
120,349,0
148,252,2
178,146,4
224,107,5
272,68,6
237,117,5
251,56,6
146,252,2
100,325,0
156,255,2
262,66,6
130,297,1
140,300,1
79,313,0
135,243,2
169,265,2
187,224,3
124,345,0
90,323,0
285,79,6
112,289,1
119,288,1
103,333,0
201,154,4
143,308,1
223,175,4
87,316,0
150,248,2
180,142,4
127,291,1
191,152,4
190,223,3
129,236,2
245,50,6
111,336,0
204,162,4
170,140,4
169,211,3
214,165,4
151,311,1
124,346,0
183,150,4
135,356,0
158,251,2
239,114,5
114,344,0
137,239,2
253,53,6
218,102,5
92,319,0
177,214,3
105,329,0
161,259,2
277,73,6
134,353,0
149,203,3
174,136,4
145,304,1
192,228,3
115,348,0
129,349,0
117,293,1
124,292,1
153,307,1
92,320,0
155,252,2
271,66,6
125,296,1
206,159,4
116,340,0
104,284,1
219,169,4
185,147,4
233,108,5
163,255,2
279,69,6
244,118,5
129,301,1
122,352,0
152,246,2
216,107,5
251,58,6
258,57,6
227,172,4
200,152,4
151,200,3
86,314,0
135,245,2
164,210,3
120,352,0
224,110,5
238,111,5
208,155,4
237,120,5
87,318,0
157,249,2
172,213,3
187,143,4
221,165,4
156,258,2
136,237,2
200,153,4
140,303,1
106,281,1
187,227,3
153,205,3
124,348,0
90,326,0
119,291,1
103,336,0
284,73,6
150,251,2
266,65,6
132,351,0
231,114,5
159,254,2
198,154,4
156,204,3
129,239,2
245,53,6
111,339,0
84,319,0
91,318,0
142,308,1
124,294,1
171,218,3
135,359,0
229,114,5
274,68,6
239,117,5
213,159,4
253,56,6
218,105,5
92,322,0
121,287,1
192,147,4
105,332,0
179,221,3
277,76,6
81,313,0
134,356,0
174,139,4
145,307,1
111,285,1
84,320,0
185,149,4
129,352,0
95,330,0
233,110,5
212,98,5
258,59,6
182,142,4
155,255,2
271,69,6
137,355,0
131,236,2
241,113,5
160,260,2
206,162,4
172,140,4
134,302,1
162,205,3
144,305,1
220,101,5
219,172,4
185,150,4
186,225,3
279,72,6
139,239,2
113,281,1
258,60,6
223,109,5
107,329,0
154,253,2
200,155,4
151,203,3
147,304,1
282,80,6
86,317,0
126,292,1
166,217,3
110,337,0
238,114,5
145,205,3
141,306,1
94,320,0
187,146,4
273,66,6
276,73,6
188,221,3
136,240,2
252,54,6
118,340,0
106,284,1
211,166,4
153,208,3
167,209,3
149,309,1
97,328,0
133,354,0
148,204,3
284,76,6
144,243,2
260,57,6
99,323,0
180,269,2
146,247,2
273,67,6
159,257,2
169,260,2
156,207,3
181,140,4
152,308,1
245,56,6
84,322,0
91,321,0
210,164,4
113,346,0
136,353,0
171,221,3
181,224,3
239,120,5
103,285,1
108,280,1
213,162,4
223,165,4
218,108,5
162,256,2
126,357,0
278,70,6
179,224,3
189,227,3
158,212,3
168,215,3
154,313,1
240,112,5
210,156,4
242,116,5
136,305,1
212,101,5
265,61,6
223,111,5
161,254,2
225,170,4
