imagecol,imagerow,cluster.init
281,71,6
226,182,4
138,330,1
202,163,4
161,275,2
149,219,3
209,103,5
296,85,6
179,147,4
115,364,0
143,267,2
275,73,6
117,309,1
233,123,5
285,76,6
146,333,1
174,236,3
156,336,1
203,167,4
210,166,4
212,111,5
159,343,1
182,155,4
109,366,0
151,270,2
241,126,5
293,79,6
182,239,3
254,136,5
220,114,5
196,256,3
204,159,4
172,237,3
233,124,5
127,372,0
203,168,4
129,317,1
185,247,3
176,148,4
122,368,0
110,312,1
151,216,3
153,275,2
225,172,4
184,151,4
200,252,3
148,271,2
121,365,0
118,315,1
290,80,6
208,171,4
127,318,1
218,174,4
111,363,0
133,329,1
187,159,4
197,162,4
156,274,2
246,130,5
158,278,2
291,84,6
187,243,3
146,222,3
153,221,3
222,111,5
171,288,2
270,72,6
200,253,3
159,232,3
228,122,5
235,121,5
155,333,1
121,311,1
207,110,5
105,356,0
190,251,3
193,255,3
150,267,2
220,179,4
179,291,2
292,76,6
243,124,5
215,113,5
146,223,3
113,359,0
191,255,3
199,158,4
178,146,4
107,364,0
125,323,1
223,178,4
272,68,6
126,370,0
148,336,1
114,314,1
202,166,4
251,56,6
209,106,5
239,130,5
262,66,6
173,285,2
192,247,3
161,229,3
233,126,5
152,273,2
240,125,5
146,336,1
285,79,6
210,169,4
185,249,3
106,362,0
217,109,5
119,372,0
297,80,6
241,129,5
160,276,2
220,117,5
204,162,4
116,310,1
172,240,3
129,320,1
185,250,3
176,151,4
175,281,2
183,150,4
122,371,0
140,330,1
228,182,4
154,269,2
207,170,4
119,318,1
103,363,0
167,279,2
108,358,0
178,289,2
184,154,4
200,255,3
166,233,3
277,73,6
238,130,5
290,83,6
214,111,5
145,221,3
127,321,1
111,366,0
175,282,2
197,165,4
246,133,5
165,280,2
271,66,6
187,246,3
153,224,3
222,114,5
230,178,4
142,326,1
198,256,3
235,124,5
155,336,1
121,314,1
177,244,3
178,148,4
219,169,4
105,359,0
180,285,2
279,69,6
292,79,6
159,273,2
243,127,5
216,107,5
251,58,6
181,156,4
113,362,0
141,265,2
142,327,1
171,237,3
153,337,1
147,218,3
92,350,0
181,240,3
178,149,4
264,69,6
132,325,1
223,181,4
135,329,1
180,153,4
189,159,4
126,373,0
237,120,5
179,240,3
173,288,2
227,118,5
161,232,3
168,231,3
136,321,1
183,152,4
193,155,4
284,73,6
160,279,2
167,281,2
174,280,2
221,111,5
134,321,1
250,135,5
191,155,4
266,65,6
245,53,6
204,165,4
116,313,1
186,244,3
100,358,0
175,284,2
229,114,5
140,333,1
147,332,1
274,68,6
281,67,6
154,272,2
253,56,6
211,106,5
194,247,3
277,76,6
166,236,3
173,235,3
203,163,4
214,114,5
127,324,1
227,183,4
258,59,6
271,69,6
222,117,5
153,227,3
213,111,5
196,159,4
108,307,1
206,162,4
92,352,0
121,317,1
219,172,4
185,150,4
105,362,0
221,176,4
180,288,2
146,266,2
279,72,6
156,269,2
159,276,2
258,60,6
169,279,2
216,110,5
168,233,3
113,365,0
229,179,4
171,240,3
153,340,1
147,221,3
92,353,0
181,243,3
201,168,4
224,113,5
180,156,4
203,101,5
174,282,2
189,246,3
205,105,5
273,66,6
276,73,6
252,54,6
168,234,3
157,336,1
123,314,1
211,166,4
170,238,3
107,359,0
136,324,1
183,155,4
193,158,4
281,69,6
147,334,1
226,180,4
150,263,2
284,76,6
294,79,6
161,273,2
149,217,3
174,283,2
221,114,5
231,117,5
115,362,0
162,227,3
144,327,1
273,67,6
173,237,3
245,56,6
94,350,0
210,164,4
256,66,6
186,247,3
152,225,3
159,341,1
107,360,0
188,251,3
118,370,0
281,70,6
195,163,4
184,290,2
149,339,1
154,275,2
218,108,5
278,70,6
254,134,5
160,228,3
220,112,5
196,254,3
117,308,1
166,239,3
128,318,1
244,132,5
175,242,3
185,245,3
112,363,0
122,366,0
141,328,1
110,310,1
286,73,6
241,125,5
188,243,3
154,221,3
223,111,5
271,72,6
120,366,0
148,269,2
108,310,1
115,309,1
