imagecol,imagerow,cluster.init
87,319,2
254,185,6
97,322,2
133,314,3
76,393,0
67,387,0
92,293,3
219,234,5
233,173,6
105,303,3
55,381,0
192,285,4
157,334,3
202,288,4
57,385,0
130,252,4
181,276,4
140,255,4
175,206,5
89,370,1
69,349,1
241,176,6
91,315,2
113,306,3
164,275,4
206,225,5
120,339,2
254,186,6
219,235,5
178,214,5
189,279,4
147,329,3
156,332,3
127,246,4
126,317,3
123,347,2
90,362,1
151,266,4
89,316,2
62,351,1
68,387,0
159,330,3
165,205,5
199,227,5
107,300,3
93,370,1
194,282,4
53,386,0
214,158,6
126,346,2
117,340,2
149,334,3
70,354,1
72,392,0
180,210,5
145,259,4
115,303,3
124,247,4
205,159,6
246,180,6
128,313,3
94,291,3
125,343,2
70,392,0
183,218,5
228,172,6
193,221,5
153,262,4
152,333,3
118,311,3
109,305,3
52,384,0
196,287,4
207,160,6
154,337,3
166,272,4
132,250,4
97,299,3
64,348,1
191,221,5
67,355,1
205,160,6
77,358,1
215,163,6
74,388,0
173,213,5
112,304,3
122,307,3
151,331,3
91,292,3
118,346,2
147,256,4
195,217,5
126,244,4
120,307,3
218,162,6
54,380,0
209,156,6
167,206,5
174,205,5
134,246,4
220,166,6
99,295,3
130,347,2
233,176,6
44,378,0
158,266,4
112,339,2
168,269,4
159,263,4
57,388,0
212,164,6
91,327,2
140,258,4
147,257,4
181,279,4
102,337,2
183,283,4
148,332,3
69,352,1
153,327,3
206,228,5
165,207,5
241,179,6
220,167,6
191,286,4
156,335,3
127,249,4
141,250,4
187,211,5
44,370,0
96,330,2
90,365,1
200,221,5
92,369,1
59,384,0
165,208,5
132,344,2
235,173,6
114,302,3
104,333,2
238,180,6
150,328,3
71,348,1
214,161,6
208,224,5
117,343,2
173,273,4
93,324,2
72,395,0
84,358,1
180,213,5
96,331,2
145,262,4
243,176,6
209,159,6
246,183,6
158,331,3
170,211,5
222,164,6
94,294,3
125,346,2
70,395,0
101,327,2
130,320,3
193,224,5
104,334,2
153,265,4
82,359,1
83,356,1
143,331,3
64,351,1
243,177,6
74,391,0
40,369,0
240,177,6
112,307,3
46,380,0
122,310,3
119,340,2
155,332,3
151,334,3
200,286,4
98,328,2
147,259,4
87,368,1
126,247,4
248,180,6
127,343,2
174,208,5
227,168,6
185,218,5
99,332,2
106,331,2
145,327,3
111,305,3
164,206,5
198,287,4
168,272,4
124,315,3
135,325,3
97,366,1
184,215,5
149,264,4
69,355,1
241,182,6
66,385,0
172,209,5
38,374,0
192,280,4
162,265,4
128,243,4
93,292,3
124,344,2
141,253,4
96,333,2
103,332,2
152,263,4
197,217,5
201,153,6
113,301,3
166,202,5
92,372,1
200,224,5
59,387,0
101,295,3
132,347,2
92,289,3
135,317,3
137,321,3
235,176,6
38,375,0
104,336,2
111,335,2
160,266,4
150,331,3
116,309,3
214,164,6
93,327,2
129,319,3
175,280,4
198,225,5
243,179,6
199,222,5
164,271,4
158,334,3
222,167,6
137,322,3
53,381,0
65,354,1
133,247,4
134,343,2
172,274,4
192,218,5
202,221,5
144,263,4
61,384,0
205,287,4
181,209,5
216,160,6
73,357,1
40,372,0
142,325,3
240,180,6
152,328,3
53,382,0
109,340,2
119,343,2
85,321,2
126,342,2
64,392,0
131,316,3
86,358,1
155,335,3
166,267,4
189,212,5
98,331,2
219,168,6
138,256,4
103,305,3
65,346,1
161,201,5
76,356,1
67,350,1
160,331,3
204,226,5
248,183,6
127,346,2
132,320,3
139,319,3
176,215,5
106,334,2
58,385,0
111,308,3
198,290,4
164,209,5
75,353,1
125,247,4
205,230,5
177,278,4
88,363,1
242,176,6
208,154,6
184,218,5
207,225,5
99,373,1
87,317,2
66,388,0
221,164,6
76,391,0
78,361,1
100,327,2
45,376,0
105,301,3
55,379,0
111,337,2
158,261,4
157,332,3
192,283,4
128,246,4
93,295,3
124,347,2
215,228,5
171,271,4
129,321,3
136,320,3
103,335,2
201,156,6
113,304,3
209,230,5
254,184,6
92,292,3
179,274,4
137,324,3
144,323,3
60,382,0
244,182,6
150,334,3
116,312,3
113,342,2
126,315,3
90,360,1
217,233,5
151,264,4
62,349,1
95,291,3
164,274,4
92,321,2
165,203,5
71,392,0
47,373,0
105,331,2
238,175,6
53,384,0
60,383,0
126,344,2
207,290,4
143,253,4
176,275,4
172,277,4
186,278,4
110,306,3
203,153,6
168,202,5
94,372,1
124,245,4
89,315,2
211,227,5
61,387,0
68,386,0
94,289,3
169,277,4
205,290,4
181,212,5
216,163,6
183,216,5
40,375,0
142,328,3
153,260,4
152,331,3
118,309,3
194,281,4
206,161,6
119,346,2
121,316,3
132,248,4
131,319,3
166,270,4
177,280,4
98,334,2
88,365,1
95,364,1
191,219,5
156,268,4
67,353,1
160,334,3
204,229,5
163,208,5
205,158,6
63,392,0
139,322,3
112,302,3
86,316,2
135,247,4
58,388,0
108,341,2
91,290,3
75,356,1
177,281,4
150,261,4
208,157,6
120,305,3
173,206,5
129,249,4
87,320,2
209,232,5
66,391,0
133,315,3
99,293,3
130,345,2
134,244,4
144,325,3
192,286,4
158,264,4
157,335,3
123,313,3
199,285,4
171,274,4
130,253,4
136,323,3
137,252,4
147,255,4
217,235,5
100,368,1
88,312,2
196,223,5
120,306,3
172,204,5
206,226,5
241,177,6
209,233,5
178,215,5
179,277,4
60,385,0
146,330,3
244,185,6
39,373,0
186,280,4
90,363,1
200,219,5
101,373,1
159,331,3
125,309,3
68,388,0
165,206,5
80,361,1
92,324,2
102,327,2
138,319,3
104,297,3
47,376,0
107,301,3
93,371,1
238,178,6
117,341,2
173,271,4
139,249,4
62,390,0
180,211,5
186,281,4
145,260,4
168,205,5
74,354,1
89,318,2
211,230,5
170,209,5
246,181,6
41,369,0
125,344,2
94,292,3
70,393,0
183,219,5
86,318,2
153,263,4
118,312,3
115,342,2
196,288,4
162,207,5
82,357,1
131,322,3
97,300,3
132,251,4
95,367,1
61,345,1
191,222,5
94,321,2
73,392,0
170,210,5
107,331,2
112,305,3
199,287,4
155,330,3
91,293,3
213,226,5
178,275,4
137,254,4
192,214,5
150,264,4
126,245,4
248,178,6
120,308,3
129,252,4
251,185,6
134,247,4
227,166,6
46,373,0
130,348,2
99,296,3
151,327,3
233,177,6
164,204,5
158,267,4
123,316,3
137,255,4
97,364,1
147,258,4
59,350,1
69,353,1
196,226,5
206,229,5
172,207,5
117,309,3
128,241,4
93,290,3
146,333,3
156,336,3
96,297,3
39,376,0
141,251,4
187,212,5
193,282,4
152,261,4
155,268,4
200,222,5
131,249,4
253,182,6
125,312,3
135,315,3
132,345,2
80,364,1
225,171,6
190,220,5
47,379,0
38,373,0
114,303,3
160,264,4
49,383,0
204,159,6
71,349,1
214,162,6
173,274,4
139,252,4
187,213,5
96,332,2
145,263,4
61,347,1
152,262,4
198,223,5
74,357,1
158,332,3
211,233,5
170,212,5
177,211,5
41,372,0
222,165,6
246,184,6
225,172,6
119,306,3
133,245,4
82,360,1
192,216,5
61,348,1
171,204,5
216,158,6
63,352,1
140,319,3
106,297,3
240,178,6
112,308,3
109,338,2
165,268,4
155,333,3
121,311,3
64,390,0
219,166,6
91,296,3
213,229,5
88,326,2
178,278,4
98,329,2
65,344,1
76,354,1
126,248,4
248,181,6
43,369,0
79,361,1
217,166,6
227,169,6
185,219,5
106,332,2
63,344,1
164,207,5
158,270,4
97,367,1
242,174,6
207,223,5
69,356,1
76,355,1
66,386,0
172,210,5
186,211,5
221,162,6
100,325,2
45,374,0
245,182,6
117,312,3
128,244,4
205,223,5
93,293,3
124,345,2
90,323,2
69,394,0
103,333,2
152,264,4
193,285,4
201,154,6
166,203,5
131,252,4
253,185,6
218,234,5
101,296,3
132,348,2
232,173,6
144,321,3
104,337,2
111,336,2
160,267,4
116,310,3
169,211,5
89,361,1
139,255,4
129,320,3
175,281,4
247,178,6
90,315,2
198,226,5
212,227,5
92,319,2
71,390,0
177,214,5
226,166,6
195,281,4
50,378,0
133,248,4
98,297,3
176,273,4
134,344,2
82,363,1
96,364,1
234,169,6
157,268,4
202,222,5
89,313,2
171,207,5
205,288,4
136,256,4
181,210,5
106,300,3
184,276,4
142,326,3
240,181,6
206,159,6
109,341,2
116,340,2
126,343,2
155,336,3
121,314,3
165,271,4
131,317,3
66,354,1
76,357,1
248,184,6
204,227,5
100,293,3
169,276,4
227,172,6
139,320,3
142,327,3
124,313,3
194,225,5
58,386,0
131,346,2
138,252,4
177,279,4
208,155,6
207,226,5
173,204,5
87,318,2
66,389,0
172,213,5
186,214,5
221,165,6
78,362,1
232,175,6
45,377,0
192,284,4
245,185,6
157,333,3
135,246,4
93,296,3
131,347,2
90,326,2
171,272,4
215,229,5
136,321,3
229,168,6
194,217,5
103,336,2
