imagecol,imagerow,cluster.init
120,304,3
184,220,5
254,185,6
134,243,4
133,314,3
219,234,5
143,317,3
261,184,6
81,367,1
233,173,6
105,303,3
168,266,4
57,385,0
175,206,5
181,276,4
56,394,0
262,188,6
275,198,6
51,390,0
241,176,6
113,306,3
206,225,5
68,358,1
254,186,6
213,165,6
219,235,5
178,214,5
189,279,4
162,259,4
37,377,0
80,322,2
50,387,0
141,247,4
116,348,2
123,347,2
61,397,0
262,189,6
95,336,2
200,218,5
62,351,1
199,227,5
259,189,6
183,272,4
142,251,4
148,321,3
107,300,3
114,299,3
194,282,4
53,386,0
126,346,2
173,270,4
70,354,1
221,231,5
180,210,5
267,192,6
277,195,6
115,303,3
246,180,6
205,159,6
256,183,6
128,313,3
73,362,1
63,393,0
183,218,5
193,221,5
167,263,4
42,381,0
52,384,0
207,160,6
97,299,3
121,352,2
64,348,1
100,340,2
191,221,5
110,343,2
55,392,0
67,355,1
77,358,1
175,266,4
205,160,6
173,213,5
215,163,6
63,394,0
112,304,3
157,258,4
122,307,3
108,343,2
136,246,4
118,346,2
147,256,4
195,217,5
120,307,3
218,162,6
209,156,6
261,187,6
134,246,4
219,237,5
99,295,3
44,378,0
203,220,5
112,339,2
168,269,4
159,263,4
57,388,0
212,164,6
91,327,2
147,257,4
269,190,6
276,192,6
102,337,2
124,303,3
69,352,1
206,228,5
190,273,4
162,262,4
80,325,2
141,250,4
263,183,6
123,350,2
89,328,2
96,330,2
68,399,0
200,221,5
170,265,4
135,314,3
266,191,6
149,253,4
235,173,6
114,302,3
214,161,6
208,224,5
117,343,2
83,321,2
173,273,4
62,392,0
134,311,3
180,213,5
96,331,2
243,176,6
129,307,3
256,186,6
170,211,5
215,165,6
94,294,3
125,346,2
222,164,6
195,277,4
70,395,0
164,259,4
193,224,5
104,334,2
167,266,4
42,384,0
82,359,1
97,336,2
64,351,1
243,177,6
175,269,4
185,272,4
240,177,6
164,260,4
182,219,5
46,380,0
122,310,3
200,286,4
131,313,3
108,346,2
36,378,0
202,219,5
87,368,1
248,180,6
174,208,5
66,356,1
227,168,6
139,316,3
185,218,5
261,190,6
99,332,2
169,263,4
44,381,0
111,305,3
145,327,3
57,391,0
148,251,4
89,330,2
242,173,6
102,340,2
184,215,5
69,355,1
172,209,5
103,294,3
190,276,4
38,374,0
84,369,1
192,280,4
162,265,4
171,268,4
263,186,6
123,353,2
89,331,2
96,333,2
197,217,5
51,385,0
113,301,3
200,224,5
59,387,0
101,295,3
135,317,3
179,271,4
137,321,3
189,274,4
38,375,0
104,336,2
49,385,0
116,309,3
204,161,6
214,164,6
117,346,2
83,324,2
93,327,2
262,184,6
198,225,5
107,344,2
130,239,4
199,222,5
243,179,6
257,180,6
182,270,4
222,167,6
137,322,3
65,354,1
133,247,4
255,180,6
115,347,2
278,193,6
192,218,5
202,221,5
128,308,3
181,209,5
73,357,1
268,191,6
151,253,4
40,372,0
142,325,3
194,278,4
53,382,0
109,340,2
119,343,2
85,321,2
166,267,4
64,392,0
131,316,3
201,218,5
210,224,5
88,328,2
98,331,2
225,238,5
76,356,1
67,350,1
248,183,6
122,351,2
204,226,5
197,277,4
132,320,3
139,319,3
176,215,5
44,384,0
58,385,0
57,394,0
75,353,1
148,254,4
205,230,5
88,363,1
242,176,6
184,218,5
207,225,5
134,241,4
133,312,3
221,164,6
231,167,6
78,361,1
38,377,0
45,376,0
105,301,3
192,283,4
158,261,4
215,228,5
124,347,2
171,271,4
136,320,3
181,274,4
103,335,2
51,388,0
201,156,6
113,304,3
263,184,6
68,356,1
209,230,5
254,184,6
179,274,4
144,323,3
174,270,4
49,388,0
80,320,2
214,167,6
113,342,2
126,315,3
217,233,5
62,349,1
257,183,6
138,316,3
86,369,1
238,175,6
53,384,0
173,268,4
265,186,6
186,278,4
246,178,6
106,345,2
211,227,5
216,163,6
181,212,5
73,360,1
259,188,6
183,216,5
40,375,0
194,281,4
153,260,4
206,161,6
118,309,3
119,346,2
85,324,2
64,395,0
98,334,2
88,365,1
267,191,6
191,219,5
100,338,2
67,353,1
205,158,6
204,229,5
110,298,3
188,274,4
63,392,0
139,322,3
112,302,3
135,247,4
58,388,0
108,341,2
75,356,1
121,351,2
150,261,4
272,194,6
196,277,4
208,157,6
120,305,3
173,206,5
209,232,5
66,391,0
133,315,3
99,293,3
134,244,4
78,364,1
261,185,6
144,325,3
199,285,4
123,313,3
168,267,4
90,328,2
136,323,3
147,255,4
217,235,5
196,223,5
105,342,2
120,306,3
206,226,5
241,177,6
180,268,4
209,233,5
219,236,5
178,215,5
84,321,2
113,345,2
39,373,0
123,348,2
141,248,4
186,280,4
193,279,4
200,219,5
125,309,3
170,263,4
135,312,3
223,164,6
80,361,1
