imagecol,imagerow,cluster.init
181,63,4
203,342,0
122,254,1
252,90,4
182,330,0
153,244,1
167,245,1
64,120,3
195,340,0
109,111,3
189,66,4
103,159,2
121,251,1
251,87,4
260,93,4
144,63,4
75,173,2
175,248,1
63,117,3
241,85,4
82,163,2
65,112,3
130,245,1
70,107,3
84,108,3
211,70,4
164,63,4
222,80,4
101,160,2
78,172,2
89,104,3
103,105,3
171,341,0
133,166,2
86,159,2
234,87,4
257,94,4
141,64,4
187,334,0
123,164,2
197,337,0
111,108,3
124,118,3
123,248,1
77,111,3
120,157,2
96,107,3
237,86,4
86,105,3
177,329,0
117,157,2
256,92,4
153,171,2
152,242,1
94,108,3
125,160,2
53,121,3
72,167,2
236,84,4
91,163,2
125,244,1
79,107,3
160,245,1
119,258,1
62,115,3
167,340,0
202,341,0
61,124,3
116,112,3
161,66,4
100,157,2
174,330,0
146,173,2
128,252,1
182,249,1
230,77,4
135,242,1
252,93,4
164,241,1
108,160,2
182,333,0
118,163,2
136,63,4
106,107,3
233,85,4
191,327,0
121,254,1
134,63,4
144,66,4
58,125,3
140,167,2
163,62,4
93,160,2
81,104,3
112,156,2
241,88,4
130,248,1
108,112,3
147,241,1
192,65,4
138,59,4
184,329,0
120,159,2
127,158,2
89,107,3
103,108,3
263,92,4
169,245,1
197,340,0
146,62,4
111,111,3
153,61,4
95,156,2
155,173,2
123,251,1
253,87,4
60,122,3
177,248,1
145,171,2
175,65,4
243,85,4
132,245,1
86,108,3
117,160,2
158,240,1
124,159,2
105,104,3
256,95,4
153,174,2
152,245,1
125,163,2
199,336,0
132,162,2
113,107,3
236,87,4
125,247,1
189,334,0
180,328,0
74,174,2
174,249,1
62,118,3
143,64,4
116,115,3
168,68,4
81,164,2
69,108,3
100,160,2
174,333,0
134,241,1
151,243,1
88,104,3
258,91,4
176,337,0
177,62,4
230,80,4
183,327,0
193,330,0
154,241,1
90,164,2
261,99,4
173,247,1
162,61,4
220,78,4
192,67,4
172,334,0
134,242,1
191,330,0
127,160,2
55,121,3
145,60,4
130,167,2
140,170,2
170,64,4
122,249,1
83,160,2
93,163,2
148,244,1
176,329,0
112,159,2
153,239,1
119,158,2
81,107,3
153,63,4
160,62,4
118,112,3
167,64,4
102,157,2
192,68,4
145,61,4
127,161,2
103,111,3
110,110,3
263,95,4
175,67,4
141,246,1
169,248,1
171,252,1
111,114,3
142,166,2
167,65,4
235,85,4
131,244,1
102,158,2
120,117,3
150,240,1
73,110,3
104,162,2
132,164,2
60,125,3
92,106,3
145,174,2
179,255,1
243,88,4
132,248,1
139,247,1
117,163,2
158,243,1
205,74,4
168,246,1
222,76,4
256,98,4
194,65,4
181,334,0
153,177,2
71,169,2
207,75,4
66,112,3
237,81,4
201,343,0
143,243,1
179,256,1
209,70,4
75,106,3
189,337,0
180,331,0
62,121,3
169,62,4
129,249,1
71,115,3
136,161,2
258,94,4
147,171,2
177,65,4
237,82,4
183,330,0
126,159,2
193,333,0
160,240,1
248,92,4
163,247,1
173,250,1
115,116,3
145,239,1
80,165,2
68,109,3
99,161,2
152,62,4
191,333,0
87,105,3
141,164,2
110,112,3
242,85,4
122,252,1
252,88,4
76,174,2
119,161,2
64,118,3
167,243,1
160,65,4
195,338,0
118,115,3
109,109,3
167,67,4
120,252,1
97,103,3
250,88,4
175,246,1
229,76,4
232,80,4
182,69,4
82,161,2
96,162,2
65,110,3
124,164,2
84,106,3
64,119,3
164,61,4
222,78,4
178,254,1
235,88,4
124,248,1
131,247,1
150,243,1
78,170,2
66,114,3
73,113,3
92,109,3
176,62,4
186,65,4
243,91,4
234,85,4
257,92,4
187,332,0
158,246,1
222,79,4
123,119,3
154,171,2
79,162,2
124,116,3
194,68,4
77,109,3
147,61,4
265,95,4
180,250,1
237,84,4
244,83,4
133,243,1
87,165,2
75,109,3
180,334,0
169,65,4
152,240,1
170,332,0
224,75,4
147,174,2
138,168,2
177,68,4
91,161,2
126,162,2
160,243,1
119,256,1
202,339,0
173,253,1
126,246,1
146,171,2
80,168,2
68,112,3
203,343,0
135,240,1
242,88,4
122,255,1
89,162,2
252,91,4
108,158,2
182,331,0
54,118,3
64,121,3
167,246,1
231,79,4
178,256,1
109,112,3
179,64,4
157,244,1
128,158,2
250,91,4
134,61,4
75,174,2
130,162,2
58,123,3
193,66,4
239,82,4
77,169,2
82,164,2
65,113,3
84,109,3
165,247,1
200,344,0
147,239,1
78,173,2
184,327,0
186,68,4
244,85,4
151,176,2
159,240,1
168,339,0
169,243,1
82,110,3
113,162,2
187,335,0
257,95,4
197,338,0
200,345,0
79,165,2
67,109,3
143,165,2
265,98,4
145,169,2
98,162,2
86,106,3
246,90,4
216,75,4
75,112,3
142,240,1
153,172,2
152,243,1
206,73,4
170,335,0
259,91,4
94,109,3
125,161,2
178,62,4
72,168,2
189,332,0
160,246,1
174,247,1
192,339,0
202,342,0
116,113,3
81,162,2
100,158,2
174,331,0
80,171,2
128,253,1
182,250,1
135,243,1
77,171,2
154,239,1
89,165,2
208,69,4
108,161,2
161,62,4
261,97,4
233,86,4
172,332,0
157,247,1
191,328,0
134,64,4
130,165,2
193,69,4
93,161,2
168,341,0
241,89,4
264,96,4
130,249,1
165,250,1
160,60,4
121,117,3
192,66,4
74,110,3
105,162,2
100,105,3
191,329,0
127,159,2
103,109,3
263,93,4
159,243,1
169,246,1
223,76,4
108,108,3
167,63,4
118,111,3
195,65,4
102,156,2
196,332,0
60,123,3
145,172,2
175,66,4
88,162,2
203,68,4
116,257,1
117,161,2
124,160,2
86,109,3
156,61,4
246,93,4
256,96,4
158,65,4
181,332,0
153,175,2
95,103,3
66,110,3
150,63,4
125,164,2
132,163,2
178,65,4
180,69,4
161,240,1
133,62,4
179,332,0
115,162,2
189,335,0
74,175,2
174,250,1
62,119,3
205,73,4
202,345,0
158,66,4
116,116,3
81,165,2
69,109,3
100,161,2
107,160,2
155,242,1
95,104,3
182,253,1
177,63,4
135,246,1
184,257,1
183,328,0
190,327,0
118,254,1
150,176,2
133,63,4
218,75,4
115,163,2
143,66,4
163,245,1
248,90,4
117,108,3
144,240,1
172,335,0
152,60,4
191,331,0
176,246,1
137,167,2
83,161,2
138,242,1
148,245,1
109,156,2
264,99,4
194,339,0
108,110,3
153,64,4
118,113,3
160,63,4
174,64,4
120,250,1
74,113,3
146,245,1
110,111,3
141,163,2
263,96,4
152,173,2
175,68,4
182,67,4
135,60,4
188,332,0
124,162,2
178,252,1
118,114,3
167,66,4
195,68,4
131,245,1
102,159,2
120,118,3
150,241,1
204,71,4
73,111,3
150,65,4
196,335,0
132,165,2
139,164,2
157,64,4
185,66,4
243,89,4
132,249,1
124,163,2
158,244,1
181,251,1
112,107,3
205,75,4
222,77,4
123,117,3
184,63,4
194,66,4
171,332,0
107,162,2
76,110,3
102,105,3
78,169,2
255,90,4
265,93,4
150,66,4
132,166,2
180,248,1
133,241,1
190,329,0
87,163,2
133,65,4
75,107,3
159,60,4
117,110,3
169,63,4
154,170,2
81,168,2
129,250,1
69,112,3
155,245,1
71,116,3
137,169,2
147,172,2
177,66,4
90,162,2
85,105,3
116,157,2
183,331,0
190,330,0
118,257,1
126,160,2
248,93,4
192,334,0
163,248,1
80,166,2
172,338,0
142,60,4
152,63,4
110,113,3
119,249,1
242,86,4
122,253,1
138,245,1
149,177,2
61,115,3
221,74,4
160,66,4
174,67,4
120,253,1
97,104,3
250,89,4
229,77,4
152,176,2
77,167,2
82,162,2
65,111,3
135,63,4
188,335,0
131,164,2
165,245,1
178,255,1
131,248,1
75,167,2
150,244,1
78,171,2
63,111,3
73,114,3
204,74,4
139,167,2
122,116,3
176,63,4
140,242,1
80,104,3
117,254,1
111,156,2
247,90,4
168,337,0
257,93,4
82,108,3
187,333,0
59,120,3
181,254,1
226,78,4
200,343,0
184,66,4
79,163,2
137,59,4
102,108,3
133,160,2
255,93,4
265,96,4
180,251,1
234,81,4
244,84,4
133,244,1
87,166,2
216,73,4
75,110,3
170,249,1
159,63,4
169,66,4
198,344,0
94,156,2
206,71,4
170,333,0
147,175,2
249,87,4
126,163,2
166,342,0
160,244,1
192,337,0
127,254,1
84,167,2
152,66,4
148,167,2
119,119,3
135,241,1
189,71,4
242,89,4
167,334,0
89,163,2
72,112,3
249,88,4
54,119,3
61,118,3
161,60,4
221,77,4
185,256,1
157,245,1
120,256,1
128,159,2
175,337,0
97,107,3
250,92,4
183,64,4
193,67,4
229,80,4
118,157,2
77,170,2
264,94,4
65,114,3
131,167,2
165,248,1
119,111,3
103,156,2
121,115,3
86,164,2
191,67,4
74,108,3
144,60,4
114,259,1
56,125,3
176,66,4
244,86,4
205,344,0
140,245,1
111,159,2
247,93,4
159,241,1
168,340,0
257,96,4
59,123,3
101,157,2
79,166,2
177,334,0
88,160,2
116,255,1
56,117,3
111,105,3
246,91,4
170,252,1
142,241,1
206,74,4
170,336,0
178,63,4
249,90,4
179,330,0
174,248,1
228,78,4
192,340,0
116,114,3
81,163,2
69,107,3
139,59,4
148,170,2
182,251,1
236,81,4
135,244,1
150,174,2
167,337,0
72,115,3
208,70,4
115,161,2
172,249,1
161,63,4
110,157,2
172,333,0
186,334,0
70,115,3
130,166,2
183,67,4
193,70,4
136,60,4
118,160,2
77,173,2
166,242,1
106,104,3
264,97,4
194,337,0
121,118,3
144,239,1
191,70,4
74,111,3
146,243,1
140,164,2
100,106,3
110,109,3
262,97,4
263,94,4
93,157,2
169,334,0
188,330,0
159,244,1
166,243,1
223,77,4
108,109,3
149,242,1
157,62,4
196,333,0
185,64,4
145,173,2
88,163,2
83,106,3
116,258,1
124,161,2
181,249,1
93,109,3
199,341,0
165,65,4
76,108,3
114,159,2
181,333,0
142,244,1
125,252,1
102,103,3
105,110,3
150,64,4
178,66,4
161,241,1
140,62,4
179,333,0
189,336,0
168,64,4
228,81,4
230,85,4
123,116,3
81,166,2
76,109,3
107,161,2
164,249,1
135,163,2
201,337,0
90,160,2
150,177,2
78,104,3
183,329,0
190,328,0
118,255,1
85,103,3
133,64,4
208,73,4
172,252,1
163,246,1
186,253,1
129,165,2
117,109,3
110,160,2
144,241,1
151,240,1
172,336,0
151,64,4
100,108,3
152,61,4
137,168,2
90,161,2
138,243,1
78,105,3
109,157,2
166,245,1
194,340,0
108,111,3
115,110,3
160,64,4
174,65,4
192,64,4
55,118,3
245,92,4
120,251,1
74,114,3
57,122,3
100,109,3
141,242,1
182,68,4
169,337,0
210,70,4
83,108,3
135,61,4
188,333,0
195,332,0
131,162,2
253,95,4
177,256,1
131,246,1
149,245,1
75,165,2
92,157,2
204,72,4
157,65,4
196,336,0
139,165,2
122,114,3
185,67,4
117,252,1
247,88,4
71,174,2
171,249,1
59,118,3
181,252,1
205,76,4
226,76,4
199,344,0
113,115,3
123,118,3
184,64,4
207,71,4
171,333,0
114,162,2
76,111,3
92,103,3
125,255,1
102,106,3
255,91,4
179,252,1
