imagecol,imagerow,cluster.init
88,56,6
281,30,5
184,212,1
265,75,4
188,257,1
269,141,3
305,133,4
144,29,6
253,186,2
216,135,2
309,178,4
126,196,1
305,50,6
219,22,5
314,183,4
107,312,0
200,97,3
285,26,5
62,62,6
228,16,5
108,325,0
102,339,0
58,289,0
196,127,2
203,126,2
54,26,6
309,46,6
131,199,1
184,242,1
305,163,4
265,18,5
163,17,6
253,216,2
175,199,1
114,44,6
240,107,3
183,97,3
207,122,2
280,165,3
178,207,1
188,238,1
252,71,4
309,159,4
179,127,2
276,174,3
180,202,1
183,265,1
317,78,5
220,99,3
75,28,6
239,145,2
248,18,5
301,40,6
232,63,4
313,180,4
268,139,3
190,122,2
184,223,1
288,114,4
305,144,4
66,64,6
90,293,0
203,99,3
248,224,2
171,189,1
187,61,4
215,63,4
222,62,4
292,110,4
276,155,3
292,27,6
199,25,5
70,285,0
174,197,1
287,44,5
304,74,5
311,73,5
195,34,5
279,101,4
280,176,3
154,189,1
247,15,5
198,63,4
272,140,3
276,185,3
81,62,6
300,59,5
77,289,0
267,74,4
284,104,4
251,119,3
146,28,6
80,25,6
97,55,6
284,21,6
185,33,5
56,293,0
218,135,2
307,50,6
230,15,5
202,97,3
60,289,0
214,61,4
170,125,2
166,17,6
291,46,5
275,91,4
242,106,3
307,163,4
270,25,5
226,68,4
254,70,4
261,69,4
278,99,4
185,97,3
245,114,3
251,17,5
177,278,1
311,159,4
136,32,6
255,121,3
156,133,2
303,40,6
181,274,1
237,70,4
234,100,3
168,97,3
234,17,5
273,146,3
249,210,2
262,19,5
289,18,6
92,292,0
99,291,0
307,144,4
68,64,6
103,336,0
274,159,3
264,20,5
120,45,6
253,231,2
189,61,4
208,23,5
290,44,5
176,196,1
180,266,1
217,100,3
278,155,3
297,117,4
274,27,5
294,27,6
252,169,2
217,17,5
297,34,6
188,253,1
201,62,4
264,133,3
120,200,1
213,26,5
298,131,4
231,65,4
221,96,3
301,138,4
249,191,2
156,189,1
177,289,1
86,287,0
103,317,0
274,140,3
99,54,6
58,67,6
252,199,2
184,62,4
286,104,4
253,212,2
286,21,6
50,31,6
67,61,6
176,94,3
91,290,0
204,96,3
201,126,2
211,95,3
256,127,3
59,25,6
249,221,2
103,50,6
110,49,6
205,26,5
119,43,6
180,198,1
82,54,6
252,229,2
207,21,5
293,46,5
176,207,1
277,91,4
296,53,5
313,83,5
280,98,4
297,128,4
74,290,0
187,96,3
184,126,2
235,150,2
252,180,2
93,49,6
228,68,4
214,129,2
138,31,6
154,24,6
224,136,2
57,290,0
147,26,6
167,194,1
308,47,6
288,47,5
236,100,3
272,92,4
227,144,2
236,17,5
195,30,5
66,290,0
220,62,4
206,123,2
292,43,5
276,88,4
231,140,2
210,23,5
150,194,1
182,266,1
191,98,3
299,34,6
296,64,5
203,62,4
181,204,1
263,79,4
211,132,2
142,33,6
182,217,1
302,42,6
179,288,1
186,262,1
303,138,4
226,103,3
133,194,1
254,198,2
226,20,5
185,225,1
198,123,2
243,155,2
306,146,4
288,20,6
295,19,6
189,32,5
307,66,5
52,31,6
69,61,6
291,28,6
198,26,5
138,197,1
178,94,3
61,25,6
96,297,0
250,183,2
121,42,6
254,228,2
101,302,0
