imagecol,imagerow,cluster.init
225,141,4
144,288,1
108,207,3
191,119,4
172,290,1
186,291,1
144,112,4
232,140,4
204,129,4
156,335,0
176,118,4
141,334,0
148,333,0
157,206,3
111,128,4
141,251,2
147,287,1
195,248,2
147,204,3
184,121,4
236,152,4
131,249,2
137,114,4
120,122,4
150,245,2
185,246,2
127,288,1
101,210,3
146,284,1
139,335,0
165,330,0
187,296,1
140,289,1
158,248,2
123,297,1
230,145,4
140,206,3
206,126,4
177,294,1
150,329,0
240,148,4
133,337,0
124,251,2
209,133,4
113,124,4
177,211,3
178,115,4
185,114,4
219,136,4
114,249,2
133,245,2
143,248,2
162,210,3
134,341,0
109,133,4
227,139,4
200,119,4
116,299,1
171,287,1
181,290,1
117,207,3
242,153,4
155,249,2
125,293,1
132,292,1
177,246,2
189,293,1
160,211,3
161,115,4
168,114,4
221,132,4
232,142,4
200,120,4
199,250,2
126,248,2
110,126,4
115,121,4
211,130,4
145,244,2
183,295,1
245,152,4
136,288,1
154,287,1
100,207,3
164,290,1
155,284,1
110,210,3
136,112,4
183,119,4
154,204,3
164,207,3
208,123,4
160,329,0
160,246,2
167,248,2
118,296,1
134,288,1
191,122,4
108,210,3
163,287,1
186,294,1
144,115,4
151,114,4
234,147,4
172,210,3
153,285,1
182,250,2
213,126,4
147,290,1
138,284,1
165,249,2
195,118,4
112,206,3
226,136,4
147,207,3
148,111,4
157,330,0
131,252,2
120,125,4
150,248,2
157,247,2
127,291,1
101,213,3
146,287,1
127,115,4
120,209,3
169,211,3
122,204,3
130,249,2
165,250,2
184,246,2
206,129,4
133,340,0
177,214,3
178,118,4
185,117,4
149,203,3
168,292,1
114,252,2
133,248,2
168,116,4
117,293,1
124,292,1
169,246,2
200,122,4
229,146,4
171,207,3
190,296,1
113,249,2
143,289,1
125,296,1
208,125,4
133,116,4
168,117,4
160,248,2
168,284,1
239,144,4
152,329,0
170,288,1
135,337,0
116,248,2
126,251,2
199,253,2
134,207,3
152,246,2
183,298,1
110,129,4
211,133,4
245,155,4
136,291,1
100,210,3
189,251,2
136,115,4
135,245,2
164,210,3
108,129,4
126,289,1
145,285,1
174,250,2
144,118,4
234,150,4
244,153,4
157,249,2
172,213,3
183,244,2
193,247,2
153,288,1
167,289,1
137,333,0
