imagecol,imagerow,cluster.init
213,44,4
184,212,1
148,199,1
248,45,4
265,75,4
54,293,0
269,141,3
232,90,3
66,53,6
126,196,1
74,34,6
273,62,4
98,59,5
47,295,0
90,282,0
244,54,4
334,127,5
50,302,0
75,47,6
135,190,1
188,208,1
122,205,1
252,41,4
107,53,5
293,162,4
195,31,4
58,289,0
83,34,6
343,255,5
54,26,6
196,44,4
59,302,0
184,242,1
131,199,1
87,304,0
94,303,0
67,283,0
180,89,3
328,92,5
239,115,2
79,43,6
318,40,6
175,199,1
239,32,4
256,62,4
329,105,5
183,180,1
192,53,4
90,312,0
207,122,2
65,21,6
184,193,1
304,18,6
178,207,1
171,208,1
188,238,1
269,122,3
235,41,4
82,276,0
85,339,0
58,319,0
243,136,2
219,86,3
216,116,2
154,95,3
252,71,4
292,129,4
74,15,6
236,54,4
54,56,6
94,36,6
180,202,1
42,302,0
244,35,4
179,44,4
174,216,1
87,334,0
94,333,0
163,89,3
284,93,4
328,122,5
334,108,5
324,77,5
239,145,2
75,28,6
115,212,1
158,199,1
329,135,5
175,53,4
38,311,0
296,150,4
196,108,2
90,342,0
268,139,3
65,51,6
184,223,1
94,284,0
183,40,4
178,237,1
218,41,4
321,74,5
98,329,0
288,114,4
236,167,2
199,116,2
175,180,1
243,166,2
272,159,3
292,159,4
114,25,6
163,202,1
90,293,0
186,48,4
77,308,0
284,123,4
171,189,1
114,27,6
122,216,1
198,33,4
325,95,5
158,53,4
292,110,4
283,61,4
348,252,5
70,285,0
94,314,0
174,197,1
284,74,4
64,299,0
81,329,0
288,144,4
267,44,4
239,126,2
72,280,0
231,31,4
328,103,5
158,180,1
175,210,1
49,64,6
130,43,5
81,70,5
279,101,4
296,131,4
73,293,0
90,323,0
169,48,4
287,82,4
60,308,0
77,338,0
235,135,2
149,6,6
307,20,6
93,34,6
154,189,1
238,142,2
81,280,0
288,95,4
235,52,4
255,110,3
272,140,3
292,140,4
340,301,5
53,60,6
186,112,2
163,183,1
179,55,4
303,29,6
157,197,1
331,124,5
214,31,4
77,289,0
267,74,4
284,104,4
345,225,5
222,126,2
239,156,2
45,24,6
242,163,2
215,44,4
56,293,0
296,161,4
348,233,5
218,135,2
76,34,6
137,189,1
271,70,4
278,69,4
163,59,4
146,183,1
73,274,0
287,63,4
60,289,0
197,31,4
170,125,2
88,41,6
238,123,2
148,184,1
198,44,4
258,61,4
193,216,1
238,40,4
182,89,3
189,88,3
275,91,4
340,282,5
226,151,2
31,32,6
157,178,1
331,105,5
185,180,1
267,55,4
64,310,0
129,41,5
254,70,4
261,69,4
251,100,3
278,99,4
80,6,6
146,9,6
225,114,2
60,319,0
348,214,5
218,116,2
307,31,6
230,172,2
76,15,6
221,123,2
172,171,1
44,302,0
302,27,6
221,40,4
165,89,3
172,88,3
249,42,4
205,106,2
156,133,2
160,199,1
177,229,1
104,60,5
67,50,6
120,219,1
250,55,4
267,85,4
47,310,0
40,311,0
298,150,4
331,135,5
201,115,2
116,24,6
113,54,5
128,206,1
273,146,3
258,42,4
342,257,5
201,32,4
92,292,0
