imagecol,imagerow,cluster.init
74,34,6
98,59,5
334,127,5
277,207,3
82,163,2
313,199,4
172,320,1
69,95,4
183,314,1
90,312,0
65,104,4
207,122,2
86,159,2
280,165,3
63,230,1
175,278,1
269,122,3
243,136,2
98,123,3
216,116,2
179,127,2
309,159,4
54,56,6
244,35,4
324,77,5
151,126,2
163,89,3
284,93,4
301,257,4
239,145,2
256,175,2
175,229,1
38,311,0
218,41,4
175,180,1
110,34,6
66,98,4
38,341,0
73,342,0
69,189,2
94,314,0
267,44,4
69,106,4
64,299,0
236,197,2
77,338,0
93,34,6
238,142,2
193,186,1
76,34,6
278,69,4
130,107,3
146,183,1
315,199,4
134,211,1
148,184,1
238,257,2
266,42,4
177,327,1
43,338,0
251,100,3
185,14,5
177,278,1
169,59,4
311,159,4
307,31,6
149,17,6
258,174,2
221,40,4
165,89,3
303,257,4
149,134,2
197,188,1
181,274,1
40,311,0
136,66,4
128,206,1
274,159,3
96,213,1
83,160,2
245,95,3
19,41,6
71,188,2
133,209,1
71,105,4
294,110,4
47,340,0
180,266,1
330,102,5
347,266,5
252,169,2
176,275,1
139,42,5
250,36,4
240,142,2
257,172,2
103,58,5
63,99,4
205,117,2
176,177,1
106,87,4
249,221,2
67,95,4
67,12,6
235,199,2
252,229,2
95,311,0
240,257,2
276,249,3
119,77,4
203,51,4
159,94,3
252,180,2
187,13,5
199,236,1
223,306,2
244,144,2
220,32,4
345,240,5
151,17,6
70,71,5
223,40,4
65,194,2
247,94,3
312,151,4
74,188,2
206,123,2
272,43,4
69,298,0
49,339,0
64,232,1
182,266,1
332,102,5
300,258,4
308,28,6
125,207,1
39,313,0
344,238,5
72,39,6
332,132,5
306,146,4
161,30,5
142,188,1
129,203,1
193,36,4
178,177,1
179,318,1
39,343,0
254,228,2
181,319,1
302,106,4
286,89,4
121,76,4
128,75,4
97,311,0
242,39,4
72,103,4
254,179,2
168,176,1
278,249,3
140,39,5
245,264,2
251,33,4
161,94,3
246,143,2
173,234,1
153,16,6
222,32,4
173,313,1
295,113,4
107,84,4
71,346,0
117,32,6
237,258,2
180,120,2
95,29,6
249,94,3
274,43,4
285,87,4
67,306,0
205,237,1
229,307,2
196,188,1
219,34,4
139,185,1
310,28,6
74,38,6
127,207,1
200,184,1
104,87,4
106,279,0
195,35,4
18,42,6
144,188,1
131,203,1
102,288,0
50,336,0
38,30,6
70,233,1
256,228,2
208,50,4
175,282,1
65,229,1
346,218,5
216,120,2
216,37,4
204,235,1
244,39,4
228,305,2
127,105,3
151,130,2
111,150,2
256,179,2
139,69,4
97,345,0
175,312,1
305,148,4
85,156,2
316,192,4
162,27,5
178,320,1
308,156,4
81,165,2
106,290,0
45,344,0
73,346,0
300,254,4
146,131,2
251,180,2
94,318,0
239,258,2
178,271,1
37,308,0
301,108,4
182,120,2
259,167,2
69,231,1
62,232,1
174,280,1
129,72,4
287,86,4
150,127,2
181,16,5
169,173,1
323,79,5
162,91,3
174,231,1
68,186,2
64,195,2
175,323,1
37,71,6
97,214,1
72,344,0
243,260,2
266,46,4
300,44,5
136,44,5
247,38,4
40,30,6
185,18,5
230,304,2
206,235,1
279,61,4
314,196,4
140,182,1
103,89,4
177,312,1
307,148,4
250,97,3
164,27,5
108,289,0
340,212,5
310,156,4
213,121,2
347,264,5
270,48,4
200,229,1
47,344,0
180,270,1
200,53,4
253,180,2
71,230,1
192,193,1
160,95,3
71,147,3
250,40,4
152,127,2
342,242,5
306,33,6
111,30,6
123,212,1
98,342,0
79,37,6
63,103,4
329,99,5
205,121,2
104,279,0
309,153,4
201,47,4
46,341,0
204,55,4
95,315,0
212,125,2
168,225,1
180,281,1
42,29,6
59,59,6
175,174,1
322,81,5
115,32,6
232,304,2
95,345,0
281,61,4
180,311,1
70,196,2
75,337,0
176,320,1
344,261,5
86,164,2
170,55,4
163,56,4
78,345,0
312,155,4
178,125,2
36,24,6
182,19,5
299,46,5
283,91,4
198,184,1
202,229,1
167,52,4
202,53,4
183,128,2
227,312,2
194,193,1
186,15,5
308,32,6
150,18,6
327,78,5
344,242,5
315,193,4
69,73,5
134,205,1
198,38,4
81,37,6
331,99,5
64,304,0
44,345,0
311,153,4
271,45,4
48,341,0
206,55,4
226,309,2
97,315,0
125,109,3
181,268,1
109,154,2
97,56,5
251,37,4
72,228,1
275,66,4
177,174,1
324,81,5
124,209,1
312,196,4
279,211,3
145,181,1
173,317,1
103,281,0
347,260,5
182,311,1
120,73,4
306,161,4
279,162,3
237,262,2
144,136,2
255,171,2
67,235,1
172,55,4
35,313,0
307,253,4
96,312,0
44,307,0
285,91,4
321,83,5
148,132,2
303,262,4
176,171,1
116,29,6
245,145,2
96,342,0
250,228,2
75,184,2
99,209,1
152,18,6
110,160,2
71,72,5
298,106,4
265,121,3
74,339,0
71,193,2
66,303,0
18,46,6
168,221,1
241,264,2
91,320,0
79,342,0
224,313,2
208,54,4
273,45,4
333,128,5
228,309,2
127,109,3
195,190,1
63,193,2
111,154,2
179,173,1
65,188,2
77,31,6
277,66,4
75,74,5
317,41,6
34,73,6
63,306,0
73,99,4
178,324,1
332,96,5
208,118,2
215,117,2
349,260,5
73,16,6
243,36,4
202,49,4
146,135,2
69,235,1
207,52,4
181,283,1
129,76,4
305,261,4
275,205,3
199,192,1
60,61,6
169,177,1
323,83,5
126,107,3
311,198,4
130,210,1
178,171,1
194,43,4
68,190,2
118,29,6
300,105,4
174,314,1
181,313,1
267,120,3
304,150,4
21,45,6
278,164,3
251,165,2
61,229,1
70,102,4
175,327,1
101,126,3
76,339,0
73,193,2
254,173,2
68,303,0
243,264,2
145,133,2
173,228,1
173,52,4
36,310,0
181,122,2
302,43,5
158,27,5
166,180,1
64,97,4
279,65,4
314,200,4
234,195,2
251,225,2
100,123,3
266,118,3
319,41,6
165,52,4
125,72,4
275,246,3
217,33,4
205,231,1
242,261,2
225,310,2
108,155,2
112,34,6
128,106,3
310,190,4
112,151,2
