imagecol,imagerow,cluster.init
92,81,4
90,282,0
79,134,3
99,276,0
110,320,0
277,207,3
131,199,1
69,95,4
328,92,5
78,89,4
107,342,0
111,284,0
82,276,0
50,162,3
277,237,3
34,207,2
276,174,3
212,4,5
280,244,3
317,78,5
334,108,5
151,126,2
59,156,3
284,93,4
301,123,4
301,257,4
191,8,5
175,53,4
268,273,3
321,74,5
243,166,2
114,25,6
276,204,3
36,170,3
301,287,4
236,246,2
158,53,4
109,206,1
72,280,0
243,196,2
141,129,2
276,234,3
227,282,2
81,70,5
296,131,4
247,191,2
81,280,0
288,95,4
272,140,3
303,29,6
218,318,2
222,126,2
239,156,2
242,163,2
64,70,5
247,221,2
294,24,5
153,61,4
137,106,3
238,257,2
258,61,4
177,327,1
261,69,4
251,100,3
104,151,2
185,14,5
218,116,2
307,31,6
221,123,2
302,27,6
64,43,6
67,50,6
250,55,4
201,115,2
185,295,1
172,335,1
173,189,1
176,196,1
30,310,0
257,59,4
139,42,5
237,51,4
221,317,2
156,189,1
205,117,2
71,169,2
236,6,5
42,254,1
220,51,4
171,332,1
90,132,3
139,189,1
180,198,1
203,51,4
57,177,2
46,70,6
192,113,2
93,83,4
345,240,5
102,77,4
114,300,0
235,4,5
336,142,5
219,49,4
115,54,5
134,16,6
190,47,4
345,270,5
37,199,2
333,164,5
114,330,0
300,179,4
138,12,6
315,72,5
332,102,5
102,358,0
57,150,3
299,117,4
336,172,5
303,187,4
41,195,2
66,144,3
335,110,5
227,4,5
161,121,2
300,209,4
344,238,5
133,194,1
105,57,5
332,132,5
299,147,4
303,217,4
142,188,1
307,66,5
109,337,0
274,174,3
210,4,5
302,155,4
194,49,4
178,94,3
300,239,4
332,162,5
299,177,4
319,74,5
286,89,4
72,103,4
270,134,3
226,1,5
177,49,4
258,290,3
161,94,3
91,275,0
101,35,6
273,142,3
267,284,3
265,106,3
278,200,3
109,59,5
303,149,4
291,305,4
209,1,5
241,249,2
295,113,4
128,139,2
273,172,3
246,173,2
147,102,3
278,230,3
92,59,5
298,34,5
318,71,5
266,124,3
233,139,2
91,38,6
285,87,4
252,102,3
262,292,3
100,32,6
59,104,4
232,94,3
74,38,6
237,239,2
86,220,1
274,73,4
95,214,1
314,49,6
228,275,2
297,31,5
67,287,0
172,24,5
187,254,1
224,88,3
176,19,5
66,32,6
225,297,2
304,22,6
321,52,6
184,276,1
228,305,2
114,120,3
183,214,1
53,295,0
231,92,3
78,40,6
188,272,1
49,242,1
162,27,5
184,306,1
178,320,1
97,120,3
81,165,2
214,92,3
45,85,5
175,342,1
62,232,1
126,65,4
65,36,6
193,115,2
170,186,1
187,216,1
234,48,4
44,70,6
153,186,1
125,49,5
130,66,4
189,92,3
48,66,6
129,45,5
148,8,6
51,191,2
172,92,3
340,182,5
143,190,1
298,233,4
351,255,5
108,289,0
188,89,3
111,297,0
47,168,3
71,147,3
298,263,4
265,278,3
152,127,2
111,30,6
326,91,5
116,47,5
293,107,4
329,99,5
277,152,3
347,245,5
244,167,2
298,293,4
297,230,4
104,279,0
334,157,5
269,116,3
301,172,4
106,212,1
241,189,2
83,92,4
277,182,3
244,197,2
110,208,1
297,260,4
330,117,5
87,279,0
301,202,4
269,280,3
119,202,1
305,51,5
322,81,5
264,276,3
241,219,2
196,11,5
289,97,4
308,59,5
61,285,0
325,89,5
292,104,4
223,127,2
240,157,2
276,149,3
205,5,5
244,227,2
70,279,0
297,162,4
301,232,4
235,263,2
271,255,3
163,56,4
182,19,5
77,283,0
102,28,6
232,285,2
167,52,4
121,107,3
105,152,2
73,230,1
186,15,5
191,264,1
287,19,5
304,49,5
308,32,6
292,298,4
223,321,2
227,129,2
60,283,0
230,136,2
247,166,2
69,73,5
311,40,6
182,300,1
185,308,1
254,64,4
173,336,1
68,28,6
266,72,4
125,109,3
291,21,5
185,210,1
72,228,1
134,103,3
259,111,3
226,126,2
149,37,5
255,58,4
181,298,1
92,154,2
185,240,1
258,66,4
64,18,6
91,133,3
67,25,6
67,235,1
55,54,6
185,270,1
140,62,4
124,107,3
189,119,2
172,119,2
127,45,5
349,249,5
176,335,1
35,76,6
144,192,1
346,271,5
135,18,6
188,116,2
349,279,5
78,135,3
62,180,2
143,43,5
217,48,4
115,307,0
87,129,3
201,93,3
71,174,2
162,122,2
106,343,0
126,43,5
34,73,6
184,93,3
333,109,5
300,124,4
139,20,6
42,202,2
90,80,4
158,99,3
341,175,5
243,149,2
275,205,3
333,139,5
323,83,5
129,197,1
300,154,4
300,288,4
299,226,4
105,340,0
206,7,5
190,52,4
239,243,2
275,235,3
80,71,5
70,102,4
295,39,5
312,69,5
129,23,6
279,84,4
296,114,4
48,161,3
138,17,6
32,206,2
89,65,5
278,243,3
315,77,5
57,155,3
299,122,4
299,256,4
272,257,3
121,197,1
41,200,2
89,275,0
266,271,3
173,52,4
130,191,1
112,23,6
275,265,3
302,43,5
296,144,4
296,278,4
182,52,4
263,293,3
245,160,2
299,286,4
238,240,2
189,288,1
60,106,4
165,52,4
149,97,3
294,37,5
250,101,3
267,131,3
217,116,2
234,146,2
298,20,6
315,50,6
245,190,2
270,139,3
237,154,2
222,303,2
225,310,2
242,212,2
289,15,5
257,105,3
116,142,2
245,220,2
79,41,6
91,223,1
256,60,4
88,35,6
164,50,4
249,99,3
102,150,2
216,114,2
233,144,2
305,29,6
233,278,2
229,91,3
71,35,6
248,54,4
151,33,5
199,114,2
183,293,1
160,27,5
171,187,1
188,217,1
180,315,1
174,195,1
301,19,6
54,245,1
167,30,5
102,123,3
32,304,0
63,239,1
45,71,6
154,187,1
235,50,4
111,117,3
41,298,0
66,43,6
150,30,5
101,78,4
199,87,3
69,168,2
348,231,5
58,61,6
218,50,4
78,162,2
175,189,1
72,176,2
117,75,4
182,87,3
53,243,1
158,189,1
49,190,2
