imagecol,imagerow,cluster.init
86,95,4
111,127,3
22,263,1
98,59,5
79,217,1
95,89,4
58,79,5
50,302,0
75,47,6
147,33,5
144,63,4
107,53,5
91,98,4
82,163,2
59,302,0
159,34,5
79,43,6
78,172,2
86,159,2
42,175,3
63,230,1
66,117,4
114,78,4
50,162,3
94,36,6
54,56,6
59,156,3
74,225,1
46,88,5
38,311,0
32,325,0
65,51,6
41,319,0
114,25,6
89,218,1
72,167,2
61,81,5
66,181,2
36,170,3
72,76,5
70,285,0
53,234,1
69,106,4
42,65,6
118,80,4
130,43,5
81,70,5
25,332,0
65,115,4
56,180,2
93,34,6
53,60,6
52,189,2
145,15,6
77,289,0
64,153,3
37,247,1
150,32,5
31,261,1
51,85,5
69,170,2
88,132,3
33,256,1
49,128,4
97,89,4
146,62,4
153,61,4
60,79,5
33,173,3
36,60,6
84,141,3
88,41,6
117,77,4
129,41,5
133,24,6
132,70,4
116,115,3
149,17,6
52,79,5
68,155,3
48,88,5
67,50,6
40,311,0
47,310,0
136,66,4
96,86,4
116,24,6
113,54,5
145,60,4
26,206,2
96,213,1
83,160,2
51,306,0
87,60,5
71,105,4
55,234,1
83,69,5
67,114,4
58,158,3
132,43,5
139,42,5
92,63,5
120,117,3
46,307,0
103,58,5
120,26,6
42,254,1
90,215,1
106,87,4
42,171,3
90,132,3
118,51,5
77,64,5
86,141,3
59,235,1
110,83,4
65,296,0
50,61,6
122,47,5
30,321,0
119,77,4
74,290,0
99,35,6
131,41,5
34,316,0
53,186,2
70,154,3
118,115,3
151,17,6
73,41,6
63,72,5
70,71,5
45,243,1
49,309,0
32,258,1
155,12,6
94,217,1
69,50,6
66,80,5
154,58,4
50,125,4
34,170,3
115,54,5
134,16,6
66,290,0
37,199,2
68,223,1
130,25,6
49,80,5
64,232,1
73,105,4
64,149,3
41,195,2
48,194,2
141,20,6
25,265,1
73,226,1
82,99,4
89,98,4
73,143,3
60,158,3
60,75,5
84,220,1
52,298,0
39,313,0
29,261,1
77,222,1
93,94,4
105,57,5
48,307,0
154,31,5
80,168,2
27,203,2
44,171,3
89,162,2
56,52,6
121,76,4
128,75,4
72,103,4
19,335,0
112,120,3
108,33,6
140,39,5
28,329,0
101,35,6
153,16,6
121,23,6
35,61,6
79,165,2
47,243,1
43,131,4
59,123,4
107,84,4
91,129,3
43,252,1
156,58,4
43,169,3
92,59,5
51,239,1
91,38,6
23,337,0
63,178,2
147,11,6
50,193,2
100,32,6
75,142,3
143,20,6
62,74,5
54,297,0
108,78,4
71,68,5
86,220,1
95,93,4
58,83,5
63,291,0
79,138,3
50,306,0
95,214,1
104,87,4
95,131,3
155,55,4
126,20,6
67,287,0
53,182,2
65,229,1
81,101,4
114,120,3
139,69,4
78,40,6
150,63,4
46,130,4
130,21,6
74,49,6
49,242,1
49,159,3
33,204,2
81,165,2
45,168,3
66,223,1
48,55,6
89,42,6
45,85,5
60,237,1
72,284,0
94,59,5
57,49,6
62,232,1
78,104,4
33,317,0
129,72,4
146,40,5
141,36,5
65,157,3
145,19,6
64,74,5
56,297,0
39,246,1
73,68,5
80,67,5
51,127,4
97,214,1
125,49,5
84,62,5
97,131,3
130,66,4
76,286,0
129,45,5
136,44,5
37,319,0
24,334,0
55,182,2
92,94,4
116,119,3
64,176,2
51,191,2
36,249,1
52,121,4
119,44,5
96,90,4
103,89,4
80,40,6
152,63,4
132,21,6
35,204,2
75,221,1
47,168,3
96,37,6
47,85,5
59,48,6
71,147,3
120,121,3
131,72,4
122,116,3
148,19,6
111,30,6
67,73,5
59,296,0
46,311,0
116,47,5
91,219,1
122,25,6
66,111,4
87,166,2
131,19,6
34,201,2
99,130,3
86,62,5
74,219,1
46,82,5
78,285,0
63,50,6
95,56,5
30,325,0
79,101,4
110,125,3
26,334,0
119,119,3
66,175,2
147,38,5
45,247,1
77,170,2
42,59,6
54,241,1
63,114,4
118,74,4
50,129,4
41,173,3
86,164,2
50,167,3
46,55,6
53,54,6
29,322,0
77,283,0
105,35,6
49,84,5
154,9,6
98,37,6
73,147,3
70,177,2
82,141,3
72,43,6
69,73,5
61,296,0
48,311,0
81,37,6
57,305,0
40,192,2
133,18,6
68,111,4
89,166,2
52,156,3
36,201,2
101,130,3
28,258,1
76,219,1
104,54,5
48,82,5
88,99,4
97,56,5
24,267,1
72,228,1
121,118,3
72,145,3
149,37,5
156,36,5
146,67,4
105,80,4
51,300,0
35,65,6
47,247,1
120,73,4
47,164,3
91,133,3
88,163,2
56,241,1
56,158,3
43,173,3
107,126,3
35,313,0
55,54,6
44,307,0
140,62,4
31,322,0
153,39,5
116,29,6
99,209,1
71,72,5
59,229,1
63,295,0
46,244,1
62,116,4
110,77,4
151,64,4
46,161,3
127,45,5
87,65,5
95,135,3
58,125,4
104,129,3
135,18,6
91,61,5
78,218,1
94,90,4
62,180,2
30,258,1
106,54,5
90,99,4
74,144,3
71,174,2
26,267,1
123,118,3
53,299,0
75,74,5
38,64,6
62,293,0
87,38,6
126,43,5
139,20,6
90,163,2
82,220,1
57,53,6
64,52,6
54,83,5
29,255,1
142,61,4
93,88,4
33,321,0
40,320,0
66,47,6
73,46,6
78,146,3
138,70,4
118,29,6
77,42,6
28,210,2
52,235,1
36,197,2
129,23,6
80,71,5
61,229,1
101,126,3
48,244,1
64,116,4
121,70,4
48,161,3
45,191,2
138,17,6
32,206,2
89,65,5
73,110,4
97,135,3
57,155,3
101,29,6
41,200,2
61,55,6
153,10,6
37,323,0
117,123,3
68,171,2
32,319,0
145,42,5
64,180,2
154,36,5
44,55,6
73,174,2
116,78,4
55,299,0
37,177,3
40,64,6
84,168,2
128,42,5
125,72,4
103,214,1
39,178,3
96,132,3
124,51,5
27,327,0
63,81,5
22,261,1
95,87,4
56,83,5
75,45,6
31,255,1
47,127,4
144,61,4
107,51,5
153,55,4
127,27,6
79,41,6
30,210,2
88,35,6
95,34,6
63,228,1
131,23,6
75,109,4
59,154,3
66,153,3
140,17,6
74,223,1
46,86,5
38,309,0
102,59,5
83,217,1
67,179,2
151,33,5
111,53,5
79,143,3
58,298,0
90,159,2
94,136,3
42,63,6
118,78,4
81,68,5
62,226,1
78,98,4
54,162,3
25,330,0
73,291,0
102,123,3
65,113,4
86,168,2
127,72,4
111,117,3
98,132,3
50,88,5
139,36,5
42,311,0
62,52,6
38,320,0
21,207,2
49,126,4
97,87,4
33,171,3
72,176,2
82,145,3
42,165,3
82,62,5
57,234,1
117,75,4
134,43,5
70,294,0
53,243,1
69,115,4
53,160,3
97,34,6
49,190,2
149,15,6
68,153,3
76,223,1
92,215,1
55,85,5
76,140,3
47,308,0
60,185,2
37,256,1
85,217,1
101,89,4
113,52,5
64,79,5
85,134,3
56,302,0
48,124,4
152,57,4
72,149,3
43,317,0
88,141,3
72,66,5
96,211,1
64,289,0
35,198,2
60,298,0
47,162,3
133,41,5
39,194,2
80,98,4
56,162,3
113,116,3
120,115,3
48,188,2
84,93,4
91,92,4
71,50,6
44,311,0
27,260,1
140,66,4
103,56,5
100,86,4
120,24,6
152,30,5
149,60,4
23,207,2
87,160,2
35,171,3
99,124,3
125,27,6
84,40,6
59,233,1
108,124,3
30,319,0
119,75,4
110,119,3
99,33,6
55,243,1
26,328,0
108,27,6
151,15,6
110,28,6
70,69,5
75,169,2
119,22,6
94,215,1
77,164,2
66,78,5
87,133,3
50,123,4
41,167,3
115,52,5
98,211,1
58,231,1
69,296,0
126,47,5
123,77,4
86,67,5
78,290,0
135,41,5
25,263,1
58,57,6
57,186,2
33,250,1
65,173,2
69,150,3
42,244,1
29,259,1
77,220,1
45,131,4
93,92,4
74,167,2
73,50,6
38,253,1
54,125,4
102,86,4
38,170,3
82,44,6
41,57,6
114,50,5
89,160,2
101,124,3
56,50,6
61,233,1
61,150,3
45,195,2
138,21,6
70,227,1
52,59,6
137,67,4
57,159,3
121,112,3
101,33,6
57,76,5
153,14,6
81,222,1
53,85,5
45,308,0
52,307,0
141,63,4
158,31,5
121,21,6
72,48,6
24,204,2
31,203,2
89,133,3
43,250,1
43,167,3
92,57,5
27,212,2
51,237,1
39,176,3
125,76,4
60,231,1
76,103,4
88,66,5
23,335,0
109,121,3
137,40,5
144,39,5
134,70,4
72,112,4
105,130,3
146,34,5
148,35,5
152,12,6
19,212,2
44,244,1
31,259,1
47,131,4
95,212,1
104,85,4
111,84,4
95,129,3
153,59,4
56,125,4
123,48,5
43,57,6
91,138,3
95,38,6
39,66,6
124,74,4
22,333,0
144,12,6
104,32,6
62,174,2
136,38,5
47,195,2
114,118,3
140,21,6
139,67,4
123,112,3
75,68,5
83,221,1
99,93,4
59,113,4
83,138,3
54,306,0
46,128,4
74,47,6
143,63,4
63,300,0
79,147,3
123,21,6
120,51,5
71,287,0
42,196,2
90,157,2
67,296,0
94,57,5
69,229,1
78,102,4
46,192,2
127,76,4
90,66,5
87,96,4
111,121,3
65,155,3
34,258,1
98,91,4
53,304,0
110,55,5
73,66,5
40,174,3
78,166,2
85,165,2
32,200,2
97,212,1
42,169,3
49,168,3
97,129,3
28,323,0
76,284,0
93,138,3
54,50,6
61,49,6
37,317,0
53,164,3
24,332,0
72,293,0
117,117,3
97,38,6
145,36,5
33,326,0
106,32,6
65,45,6
64,174,2
44,132,4
117,26,6
68,74,5
43,246,1
52,119,4
80,38,6
20,209,2
40,58,6
84,162,2
45,241,1
61,113,4
85,138,3
39,255,1
48,128,4
112,81,4
32,173,3
39,172,3
101,214,1
57,122,4
35,202,2
105,126,3
44,196,2
133,45,5
96,35,6
47,83,5
52,183,2
56,77,5
80,102,4
120,119,3
148,17,6
89,96,4
67,71,5
59,294,0
116,45,5
60,73,5
91,217,1
100,90,4
84,135,3
149,64,4
112,54,5
109,84,4
55,304,0
87,164,2
121,48,5
99,128,3
63,48,6
95,54,5
30,323,0
79,99,4
86,98,4
110,123,3
26,332,0
119,117,3
115,30,6
147,36,5
119,26,6
29,207,2
77,168,2
79,46,6
54,239,1
63,112,4
118,72,4
54,156,3
22,209,2
41,171,3
38,201,2
86,162,2
114,81,4
50,165,3
98,126,3
90,62,5
94,39,6
53,52,6
50,82,5
58,235,1
74,107,4
58,152,3
29,320,0
99,56,5
62,46,6
67,229,1
83,101,4
61,181,2
135,45,5
98,35,6
73,145,3
70,175,2
150,16,6
82,139,3
37,65,6
155,33,5
106,81,4
69,71,5
61,294,0
74,171,2
118,45,5
115,75,4
134,37,5
78,65,5
38,257,1
93,217,1
54,129,4
102,90,4
70,288,0
38,174,3
86,135,3
93,134,3
130,46,5
89,164,2
49,184,2
74,284,0
20,337,0
28,256,1
76,217,1
29,331,0
60,179,2
70,148,3
24,265,1
121,116,3
72,143,3
146,65,4
76,43,6
36,63,6
41,246,1
148,66,4
60,292,0
85,37,6
150,61,4
157,60,4
37,193,2
130,19,6
31,207,2
81,46,6
137,18,6
88,161,2
56,239,1
56,156,3
43,171,3
40,201,2
43,88,5
52,165,3
141,14,6
89,92,4
55,52,6
52,82,5
60,235,1
76,107,4
44,305,0
60,152,3
31,320,0
101,56,5
64,46,6
28,267,1
125,118,3
40,314,0
136,69,4
153,37,5
116,27,6
48,301,0
121,44,5
19,210,2
51,309,0
157,33,5
95,216,1
108,118,3
71,108,4
95,133,3
92,163,2
80,65,5
104,127,3
128,69,4
132,46,5
91,59,5
100,53,5
35,322,0
22,337,0
84,98,4
104,36,6
62,178,2
30,256,1
143,41,5
71,172,2
115,46,5
26,265,1
99,91,4
75,72,5
38,62,6
50,244,1
59,117,4
107,78,4
62,291,0
87,36,6
126,41,5
110,86,4
46,170,3
122,50,5
139,18,6
58,51,6
34,319,0
75,219,1
82,218,1
54,81,5
59,181,2
143,14,6
103,34,6
63,75,5
87,100,4
71,145,3
78,144,3
155,15,6
65,76,5
57,299,0
118,27,6
77,40,6
74,70,5
66,293,0
58,115,4
36,195,2
98,216,1
61,227,1
45,189,2
138,15,6
32,204,2
89,63,5
73,108,4
97,133,3
94,163,2
57,153,3
41,198,2
72,222,1
106,127,3
61,53,6
93,59,5
109,51,5
37,321,0
53,79,5
77,104,4
117,121,3
70,47,6
102,53,5
145,40,5
64,178,2
154,34,5
25,211,2
73,172,2
40,62,6
84,166,2
52,244,1
61,117,4
125,70,4
45,162,3
89,36,6
96,130,3
49,56,6
121,79,4
48,170,3
105,124,3
51,57,6
129,66,4
27,325,0
60,51,6
36,319,0
105,33,6
56,81,5
112,32,6
31,253,1
47,125,4
144,59,4
68,180,2
32,328,0
158,36,5
80,144,3
113,79,4
51,121,4
44,64,6
125,43,5
76,70,5
39,60,6
100,215,1
68,293,0
100,132,3
131,21,6
91,41,6
47,189,2
140,15,6
96,58,5
58,183,2
26,261,1
99,87,4
67,177,2
35,255,1
111,51,5
119,121,3
79,141,3
147,40,5
31,264,1
103,83,4
58,296,0
83,41,6
67,290,0
92,35,6
118,76,4
128,24,6
86,166,2
46,186,2
127,70,4
63,154,3
144,17,6
95,160,2
50,86,5
42,309,0
62,50,6
59,80,5
131,66,4
38,318,0
71,44,6
114,32,6
82,143,3
42,163,3
57,232,1
134,41,5
78,69,5
85,68,5
70,292,0
53,241,1
62,114,4
69,113,4
53,158,3
127,43,5
97,32,6
102,215,1
102,132,3
49,188,2
93,41,6
37,254,1
85,215,1
101,87,4
150,39,5
37,171,3
72,147,3
69,177,2
81,141,3
60,296,0
45,61,6
133,39,5
77,67,5
21,329,0
69,290,0
39,192,2
129,48,5
146,16,6
105,29,6
48,186,2
80,223,1
52,86,5
44,309,0
27,258,1
140,64,4
100,84,4
89,217,1
64,50,6
61,80,5
149,58,4
112,48,5
