imagecol,imagerow,cluster.init
248,262,2
172,290,1
189,320,1
111,303,0
195,256,1
188,257,1
310,241,4
277,256,3
313,248,4
233,299,2
244,271,2
183,284,1
107,312,0
321,235,4
301,276,4
108,325,0
192,278,1
102,339,0
314,262,4
343,255,5
110,320,0
313,199,4
118,35,6
111,36,6
268,292,3
184,242,1
172,320,1
235,307,2
111,333,0
188,287,1
98,348,0
342,193,5
127,29,6
120,30,6
305,297,4
301,10,6
253,216,2
309,208,4
192,229,1
318,40,6
160,348,1
183,314,1
107,342,0
248,243,2
304,235,4
301,306,4
304,18,6
111,284,0
184,327,1
188,238,1
195,237,1
175,278,1
192,308,1
186,322,1
313,229,4
244,252,2
280,244,3
183,265,1
304,314,4
180,336,1
174,350,1
321,216,4
301,257,4
288,297,4
253,246,2
192,259,1
276,253,3
227,301,2
166,314,1
110,301,0
183,344,1
281,299,4
268,273,3
248,273,2
304,265,4
184,223,1
297,266,4
235,288,2
271,280,3
284,306,4
324,69,6
98,329,0
244,282,2
183,295,1
194,267,1
163,336,1
248,224,2
304,216,4
301,287,4
166,6,6
110,34,6
239,309,2
236,246,2
166,344,1
313,210,4
297,296,4
304,295,4
247,240,2
235,318,2
345,195,5
292,323,4
183,325,1
307,20,6
315,218,4
324,50,6
198,239,1
235,269,2
238,276,2
193,235,1
340,301,5
303,29,6
320,59,6
327,58,6
194,248,1
145,15,6
247,270,2
345,225,5
185,333,1
319,239,4
255,323,3
197,256,1
166,325,1
284,317,4
247,221,2
315,248,4
251,332,3
238,306,2
339,190,5
319,190,4
193,265,1
162,334,1
303,276,4
259,319,3
194,278,1
113,332,0
315,199,4
306,284,4
238,257,2
189,305,1
177,327,1
116,340,0
307,297,4
303,10,6
194,229,1
247,251,2
185,314,1
319,220,4
312,221,4
146,9,6
306,235,4
112,349,0
133,24,6
303,306,4
306,18,6
197,237,1
177,278,1
116,291,0
109,292,0
307,31,6
315,229,4
347,285,5
149,17,6
302,244,4
282,244,3
172,305,1
182,336,1
249,259,2
193,246,1
238,287,2
112,300,0
340,312,5
303,257,4
250,272,2
113,313,0
181,274,1
168,314,1
221,336,2
319,250,4
318,187,4
306,265,4
342,257,5
286,306,4
249,210,2
273,280,3
177,308,1
116,321,0
109,322,0
307,278,4
103,336,0
119,32,6
302,274,4
185,295,1
172,335,1
165,336,1
188,302,1
306,216,4
112,330,0
303,287,4
168,6,6
253,231,2
309,223,4
177,259,1
180,266,1
168,344,1
100,358,0
347,266,5
295,251,4
302,225,4
318,217,4
306,295,4
302,8,6
249,240,2
188,253,1
112,281,0
176,275,1
250,253,2
294,323,4
302,304,4
252,248,2
306,246,4
286,287,4
273,261,3
246,262,2
309,253,4
177,289,1
240,276,2
103,317,0
281,314,4
289,295,4
249,270,2
256,310,3
188,283,1
236,310,2
325,66,6
120,26,6
92,352,0
253,212,2
264,297,3
180,247,1
168,325,1
224,338,2
118,310,0
171,332,1
318,198,4
286,317,4
249,221,2
236,261,2
167,3,6
253,332,3
240,306,2
176,256,1
164,334,1
103,347,0
341,268,5
297,311,4
252,229,2
232,270,2
115,332,0
240,257,2
276,249,3
227,297,2
316,53,6
176,341,1
345,289,5
289,276,4
308,17,6
236,291,2
229,292,2
277,304,4
344,227,5
317,228,4
326,60,6
341,298,5
224,319,2
280,311,4
171,313,1
345,240,5
151,17,6
236,242,2
312,38,6
320,236,4
329,68,6
196,258,1
240,287,2
227,327,2
220,328,2
190,272,1
159,341,1
114,300,0
341,249,5
155,12,6
308,264,4
115,313,0
182,236,1
199,266,1
223,336,2
186,281,1
320,187,4
344,257,5
317,258,4
316,34,6
134,16,6
191,230,1
231,323,2
118,321,0
345,270,5
312,285,4
323,195,4
130,25,6
179,258,1
196,288,1
193,231,1
190,302,1
170,343,1
114,330,0
109,356,0
324,208,4
317,209,4
344,208,5
311,223,4
117,337,0
341,279,5
308,294,4
191,315,1
195,226,1
345,221,5
182,266,1
102,358,0
186,311,1
305,20,6
320,217,4
300,258,4
141,20,6
190,253,1
187,324,1
101,321,0
341,230,5
181,338,1
117,288,0
345,300,5
308,245,4
308,28,6
199,247,1
179,288,1
223,317,2
193,261,1
186,262,1
173,302,1
307,208,4
317,239,4
344,238,5
341,309,5
311,253,4
291,294,4
247,337,3
185,225,1
169,311,1
312,266,4
303,217,4
312,49,6
190,283,1
170,324,1
344,189,5
109,337,0
311,204,4
117,318,0
125,33,6
308,275,4
295,315,4
302,289,4
182,247,1
179,318,1
186,292,1
173,332,1
105,346,0
320,198,4
300,239,4
299,15,6
134,27,6
294,253,4
311,283,4
169,3,6
291,324,4
254,228,2
181,319,1
178,256,1
295,266,4
169,341,1
302,240,4
255,241,2
299,311,4
173,283,1
190,313,1
311,234,4
108,33,6
291,275,4
278,249,3
251,250,2
302,319,4
245,264,2
101,35,6
279,262,3
250,213,2
267,284,3
170,305,1
181,349,1
117,299,0
295,296,4
153,16,6
91,354,0
275,271,3
282,311,4
262,311,3
242,286,2
249,326,3
173,313,1
257,307,3
121,23,6
311,264,4
314,38,6
291,305,4
241,249,2
285,319,4
258,320,3
161,341,1
225,335,2
169,322,1
164,11,6
117,32,6
237,258,2
157,350,1
245,245,2
346,207,5
254,239,2
234,280,2
228,294,2
147,11,6
262,292,3
322,216,4
346,286,5
229,307,2
156,5,6
143,20,6
258,301,3
245,275,2
252,315,3
225,316,2
310,245,4
346,237,5
310,28,6
313,252,4
313,35,6
114,315,0
228,324,2
249,337,3
314,266,4
343,259,5
110,324,0
314,49,6
321,184,4
126,20,6
317,56,6
184,246,1
195,290,1
342,197,5
322,197,4
310,275,4
346,267,5
127,33,6
229,288,2
313,282,4
187,254,1
107,346,0
114,345,0
184,325,1
317,224,4
325,205,4
305,246,4
304,22,6
225,297,2
321,52,6
195,241,1
175,282,1
192,312,1
106,309,0
346,218,5
186,326,1
343,289,5
110,354,0
313,233,4
191,275,1
184,276,1
228,305,2
102,318,0
342,227,5
293,275,4
316,241,4
179,303,1
