imagecol,imagerow,cluster.init
57,328,0
88,137,3
343,264,5
46,198,2
182,48,4
90,61,5
83,136,3
237,281,2
102,34,6
99,314,0
58,327,0
40,195,2
36,296,0
76,93,4
181,329,1
42,199,2
84,135,3
280,252,3
103,33,6
46,23,6
253,315,3
275,251,3
240,278,2
299,310,4
102,311,0
77,92,4
39,293,0
87,164,2
61,329,0
182,49,4
342,259,5
56,328,0
278,248,3
87,137,3
75,92,4
49,25,6
87,65,5
243,280,2
90,161,2
90,217,1
323,80,5
104,30,6
164,173,1
88,64,5
345,261,5
38,292,0
88,212,1
347,262,5
298,310,4
91,61,5
179,326,1
74,98,4
86,60,5
277,248,3
184,45,4
322,79,5
348,260,5
324,77,5
327,81,5
89,161,2
168,174,1
347,263,5
298,311,4
101,312,0
325,76,5
86,216,1
166,169,1
293,310,4
87,212,1
342,262,5
88,166,2
62,331,0
294,309,4
89,218,1
91,163,2
186,48,4
105,32,6
34,291,0
103,314,0
242,277,2
346,263,5
324,76,5
98,313,0
85,216,1
85,133,3
281,250,3
250,319,3
295,306,4
162,168,1
90,62,5
99,315,0
47,21,6
297,307,4
180,328,1
37,293,0
344,259,5
58,330,0
239,282,2
76,96,4
90,163,2
185,48,4
253,318,3
240,281,2
188,44,4
102,314,0
241,277,2
77,95,4
326,81,5
183,43,4
294,312,4
39,296,0
72,94,4
321,77,5
45,199,2
238,276,2
89,62,5
40,198,2
56,331,0
256,315,3
185,49,4
45,24,6
241,278,2
87,167,2
345,264,5
85,136,3
239,281,2
187,44,4
60,327,0
88,132,3
342,264,5
182,43,4
293,312,4
107,30,6
48,21,6
86,135,3
237,276,2
163,173,1
179,329,1
296,308,4
348,261,5
100,317,0
86,63,5
277,251,3
91,64,5
36,291,0
103,28,6
89,164,2
254,318,3
175,327,1
77,98,4
89,137,3
325,79,5
166,172,1
182,44,4
89,65,5
44,200,2
184,48,4
177,327,1
87,132,3
92,61,5
106,30,6
46,201,2
90,64,5
41,200,2
71,94,4
90,212,1
176,330,1
323,75,5
164,168,1
88,59,5
91,166,2
165,170,1
34,294,0
60,330,0
242,280,2
43,195,2
237,279,2
251,313,3
297,308,4
278,251,3
47,24,6
75,95,4
59,327,0
180,331,1
327,76,5
83,131,3
37,296,0
168,169,1
175,330,1
90,164,2
344,262,5
104,33,6
276,248,3
38,295,0
167,172,1
88,215,1
188,47,4
162,171,1
102,317,0
178,327,1
88,161,2
62,326,0
183,46,4
72,97,4
321,80,5
40,295,0
93,163,2
88,134,3
343,261,5
40,201,2
348,263,5
280,247,3
186,43,4
87,60,5
275,246,3
43,198,2
187,45,4
101,315,0
342,265,5
104,311,0
250,314,3
48,24,6
43,23,6
92,63,5
58,325,0
42,197,2
84,133,3
103,31,6
185,43,4
253,313,3
240,276,2
326,76,5
87,216,1
103,317,0
98,316,0
61,327,0
56,326,0
295,309,4
87,135,3
106,33,6
35,292,0
243,278,2
89,167,2
279,248,3
71,97,4
90,215,1
323,78,5
92,163,2
45,19,6
85,214,1
255,318,3
88,62,5
85,131,3
239,276,2
165,173,1
293,307,4
91,59,5
251,316,3
163,168,1
297,311,4
100,312,0
277,246,3
256,318,3
168,170,1
89,213,1
75,98,4
59,330,0
327,79,5
49,20,6
240,279,2
276,249,3
254,313,3
77,93,4
344,265,5
89,132,3
241,281,2
89,60,5
88,218,1
44,195,2
184,43,4
295,312,4
73,94,4
162,174,1
178,330,1
321,81,5
46,196,2
107,33,6
90,59,5
250,316,3
279,251,3
93,166,2
296,311,4
176,325,1
102,32,6
36,294,0
88,65,5
181,327,1
86,214,1
280,250,3
44,20,6
46,21,6
239,279,2
275,249,3
299,308,4
346,261,5
43,201,2
294,307,4
39,291,0
87,162,2
238,282,2
182,47,4
250,317,3
278,246,3
177,330,1
99,313,0
92,64,5
180,326,1
49,23,6
87,63,5
37,291,0
175,325,1
104,28,6
46,22,6
164,171,1
42,200,2
279,250,3
345,259,5
38,290,0
185,46,4
