imagecol,imagerow,cluster.init
86,178,2
75,305,0
194,215,1
84,36,6
294,40,5
266,112,3
70,332,0
296,35,5
107,312,0
273,274,3
315,215,4
242,38,4
110,149,2
245,213,2
83,34,6
265,110,3
211,70,4
303,26,6
172,320,1
94,127,3
296,36,5
152,128,2
86,33,6
43,305,0
245,214,2
341,281,5
124,201,1
137,103,3
54,56,6
244,252,2
303,273,4
42,302,0
327,81,5
305,22,6
151,126,2
321,216,4
301,257,4
156,233,1
41,31,6
166,314,1
268,273,3
79,73,5
45,301,0
69,330,0
344,240,5
84,173,2
175,180,1
114,151,2
77,308,0
137,41,5
276,71,4
158,229,1
249,256,2
308,277,4
188,269,1
147,127,2
82,174,2
296,180,4
322,82,5
149,131,2
84,286,0
69,106,4
71,326,0
43,28,6
132,102,3
81,70,5
299,179,4
189,274,1
315,218,4
72,105,4
155,230,1
70,231,1
151,56,4
71,102,4
239,156,2
298,177,4
200,213,1
86,36,6
70,232,1
41,33,6
153,61,4
139,39,5
305,117,4
271,70,4
137,106,3
244,255,2
303,276,4
244,38,4
151,129,2
86,284,0
241,152,2
321,86,5
76,69,5
298,36,5
247,251,2
188,271,1
84,176,2
127,13,6
90,129,3
153,125,2
137,44,5
264,111,3
276,74,4
105,310,0
293,176,4
44,302,0
302,27,6
82,177,2
248,94,3
310,122,4
303,257,4
43,31,6
209,68,4
168,314,1
101,307,0
81,73,5
278,213,3
86,173,2
307,278,4
150,126,2
248,40,4
84,31,6
70,234,1
236,151,2
245,95,3
139,41,5
170,185,1
71,105,4
190,269,1
298,180,4
324,82,5
246,99,3
200,216,1
318,217,4
82,32,6
73,326,0
304,279,4
209,132,2
174,181,1
139,42,5
120,200,1
276,218,3
157,230,1
326,87,5
86,287,0
241,155,2
341,276,5
73,102,4
247,254,2
131,103,3
276,219,3
136,43,5
243,39,4
127,16,6
267,270,3
90,132,3
209,70,4
73,307,0
307,117,4
302,256,4
308,25,6
153,128,2
113,148,2
264,114,3
105,313,0
271,275,3
238,156,2
297,177,4
48,304,0
323,86,5
69,233,1
235,150,2
92,128,3
278,216,3
152,62,4
304,252,4
150,129,2
136,107,3
266,110,3
70,330,0
245,98,3
345,240,5
80,74,5
190,272,1
315,213,4
242,36,4
122,203,1
82,35,6
73,329,0
211,68,4
154,58,4
243,99,3
303,24,6
174,184,1
350,243,5
120,203,1
296,34,5
240,154,2
299,175,4
152,126,2
247,94,3
86,31,6
199,217,1
77,75,5
43,303,0
245,212,2
302,258,4
172,185,1
124,199,1
341,279,5
172,319,1
350,244,5
64,232,1
73,105,4
75,75,5
54,54,6
66,236,1
131,106,3
176,180,1
247,40,4
243,42,4
308,120,4
320,217,4
300,258,4
156,231,1
127,19,6
40,32,6
306,279,4
73,310,0
308,28,6
235,152,2
45,299,0
69,328,0
113,151,2
272,73,4
79,71,5
297,180,4
83,174,2
54,55,6
343,275,5
149,57,4
133,102,3
235,153,2
294,174,4
42,28,6
249,254,2
308,275,4
147,125,2
278,219,3
75,306,0
171,316,1
115,148,2
107,313,0
273,275,3
240,156,2
299,177,4
56,52,6
315,216,4
242,39,4
72,103,4
155,228,1
140,39,5
126,17,6
303,27,6
94,128,3
296,37,5
250,213,2
306,118,4
152,129,2
200,211,1
268,110,3
53,53,6
317,212,4
137,104,3
54,57,6
244,36,4
184,273,1
128,13,6
200,212,1
85,285,0
91,129,3
156,234,1
166,315,1
298,34,5
79,74,5
206,73,4
69,331,0
344,241,5
83,177,2
249,94,3
244,37,4
263,111,3
74,305,0
87,281,0
72,330,0
276,72,4
158,230,1
302,25,6
308,278,4
119,204,1
310,120,4
322,83,5
75,309,0
210,128,2
71,327,0
208,69,4
274,73,4
81,71,5
56,55,6
302,26,6
349,245,5
83,32,6
242,42,4
132,15,6
72,106,4
155,231,1
109,153,2
95,131,3
170,183,1
274,74,4
189,270,1
318,215,4
200,214,1
53,56,6
38,30,6
70,233,1
304,22,6
139,40,5
106,309,0
137,107,3
244,39,4
128,16,6
157,228,1
151,130,2
326,85,5
111,150,2
46,305,0
67,234,1
188,272,1
344,244,5
85,30,6
127,14,6
55,53,6
90,130,3
148,131,2
137,45,5
238,154,2
297,175,4
302,28,6
82,178,2
322,86,5
300,254,4
210,131,2
71,330,0
346,240,5
101,308,0
69,231,1
277,217,3
152,60,4
150,127,2
136,105,3
132,18,6
272,272,3
212,68,4
76,305,0
245,96,3
170,186,1
297,34,5
318,218,4
83,283,0
210,69,4
73,327,0
279,213,3
267,116,3
154,56,4
38,33,6
173,185,1
243,97,3
174,182,1
245,42,4
120,201,1
295,35,5
67,236,1
309,120,4
157,231,1
244,213,2
111,153,2
81,176,2
321,84,5
172,183,1
350,242,5
75,73,5
247,255,2
131,104,3
136,44,5
247,38,4
300,256,4
127,17,6
55,56,6
90,133,3
40,30,6
306,22,6
78,72,5
113,149,2
297,178,4
273,75,4
48,305,0
344,277,5
138,40,5
346,281,5
57,52,6
69,234,1
187,268,1
150,130,2
294,39,5
272,275,3
171,314,1
275,71,4
72,326,0
349,240,5
242,37,4
82,36,6
83,286,0
73,330,0
154,59,4
126,15,6
243,100,3
120,204,1
70,101,4
115,147,2
240,155,2
299,176,4
306,116,4
152,127,2
157,234,1
244,216,2
81,179,2
299,255,4
172,186,1
341,280,5
299,34,5
350,245,5
306,117,4
347,245,5
320,218,4
247,41,4
85,283,0
91,127,3
308,121,4
269,116,3
40,33,6
208,129,2
131,19,6
73,311,0
270,70,4
159,230,1
272,74,4
113,152,2
206,71,4
275,215,3
344,239,5
83,175,2
311,120,4
343,276,5
81,34,6
72,328,0
69,237,1
42,29,6
187,271,1
119,202,1
322,81,5
96,131,3
210,126,2
248,218,2
171,183,1
347,276,5
171,317,1
115,149,2
104,310,0
56,53,6
299,178,4
349,243,5
83,30,6
72,104,4
196,216,1
155,229,1
109,151,2
140,40,5
79,307,0
121,198,1
126,18,6
70,104,4
189,268,1
250,214,2
85,173,2
152,130,2
83,31,6
112,150,2
206,127,2
53,54,6
208,131,2
38,28,6
173,180,1
121,199,1
106,307,0
54,58,6
321,212,4
128,14,6
85,286,0
91,130,3
208,132,2
173,181,1
342,275,5
206,74,4
69,332,0
275,218,3
344,242,5
83,178,2
321,213,4
198,214,1
263,112,3
58,58,6
74,306,0
268,270,3
87,282,0
104,312,0
270,274,3
246,254,2
305,275,4
322,84,5
114,148,2
93,127,3
210,129,2
208,70,4
79,309,0
171,186,1
347,279,5
104,313,0
277,215,3
84,283,0
293,37,5
93,128,3
155,232,1
272,270,3
95,132,3
155,56,4
244,97,3
170,184,1
134,103,3
207,130,2
274,75,4
248,251,2
189,271,1
250,217,2
324,81,5
200,215,1
271,75,4
112,153,2
153,233,1
272,271,3
53,57,6
267,114,3
38,31,6
173,183,1
106,310,0
321,215,4
309,118,4
198,216,1
157,229,1
76,74,5
91,133,3
41,30,6
186,272,1
209,126,2
247,218,2
321,82,5
342,278,5
67,235,1
246,256,2
305,277,4
136,42,5
85,31,6
103,311,0
198,217,1
55,54,6
185,270,1
321,83,5
123,199,1
134,42,5
78,70,5
243,250,2
273,73,4
300,255,4
249,215,2
210,132,2
208,73,4
344,275,5
307,28,6
105,307,0
44,299,0
69,232,1
277,218,3
152,61,4
303,254,4
150,128,2
305,258,4
293,40,5
132,19,6
272,273,3
76,306,0
244,100,3
275,69,4
134,106,3
248,254,2
307,275,4
83,284,0
210,70,4
279,214,3
154,57,4
197,215,1
295,36,5
106,313,0
67,237,1
246,96,3
309,121,4
157,232,1
244,214,2
209,129,2
321,85,5
299,253,4
134,44,5
207,71,4
276,215,3
75,74,5
199,211,1
136,45,5
300,257,4
55,57,6
269,114,3
302,252,4
185,273,1
40,31,6
78,73,5
113,150,2
297,179,4
243,36,4
249,218,2
304,257,4
271,272,3
57,53,6
69,235,1
42,27,6
187,269,1
295,180,4
311,119,4
96,129,3
70,326,0
245,94,3
323,83,5
171,181,1
170,318,1
80,70,5
275,72,4
72,327,0
83,287,0
107,307,0
80,71,5
70,102,4
295,39,5
122,200,1
244,217,2
172,315,1
299,256,4
176,185,1
70,103,4
199,214,1
77,72,5
43,300,0
247,42,4
85,284,0
112,149,2
91,128,3
247,213,2
208,130,2
75,106,4
206,72,4
275,216,3
149,62,4
83,176,2
311,121,4
301,252,4
133,107,3
156,228,1
263,110,3
306,276,4
58,56,6
72,329,0
187,272,1
294,37,5
96,132,3
70,329,0
208,68,4
307,23,6
171,184,1
347,277,5
275,75,4
104,311,0
249,251,2
237,154,2
296,175,4
149,126,2
349,244,5
84,281,0
154,233,1
69,101,4
196,217,1
47,302,0
79,308,0
107,310,0
273,272,3
268,115,3
70,105,4
207,128,2
39,32,6
44,27,6
189,269,1
250,215,2
72,100,4
317,217,4
77,74,5
112,151,2
153,231,1
53,55,6
172,318,1
305,28,6
239,151,2
268,116,3
166,320,1
156,230,1
74,105,4
85,287,0
112,152,2
41,28,6
186,270,1
247,216,2
153,56,4
249,99,3
173,182,1
137,101,3
244,250,2
67,233,1
275,219,3
135,43,5
321,214,4
103,309,0
198,215,1
41,29,6
80,176,2
321,81,5
268,271,3
246,255,2
305,276,4
319,215,4
246,38,4
69,103,4
114,149,2
249,213,2
137,39,5
79,310,0
307,26,6
276,69,4
347,280,5
68,233,1
277,216,3
151,62,4
296,178,4
303,252,4
149,129,2
135,107,3
84,284,0
69,104,4
293,38,5
47,305,0
155,57,4
244,98,3
345,281,5
79,311,0
207,131,2
248,252,2
189,272,1
307,273,4
153,234,1
210,68,4
153,58,4
205,131,2
38,32,6
173,184,1
197,213,1
71,100,4
295,34,5
239,154,2
298,175,4
246,94,3
86,281,0
245,253,2
186,273,1
209,127,2
304,274,4
207,69,4
276,213,3
305,278,4
151,127,2
319,217,4
246,40,4
86,282,0
103,312,0
46,302,0
55,55,6
88,286,0
241,150,2
80,179,2
134,43,5
207,70,4
168,320,1
346,245,5
319,218,4
246,41,4
90,127,3
273,74,4
249,216,2
137,42,5
105,308,0
271,270,3
238,151,2
68,236,1
293,174,4
212,73,4
277,219,3
82,175,2
84,287,0
43,29,6
272,274,3
323,81,5
170,316,1
80,34,6
275,70,4
134,107,3
152,57,4
248,255,2
136,102,3
307,276,4
248,38,4
154,228,1
83,285,0
245,255,2
304,276,4
197,216,1
80,69,5
295,37,5
298,178,4
122,198,1
82,30,6
245,256,2
209,130,2
304,277,4
120,198,1
134,45,5
207,72,4
276,216,3
150,62,4
306,27,6
237,156,2
199,212,1
77,70,5
241,153,2
302,253,4
172,180,1
185,274,1
172,314,1
73,100,4
75,70,5
78,74,5
66,231,1
68,331,0
247,252,2
131,101,3
149,60,4
320,212,4
243,37,4
300,253,4
306,274,4
73,305,0
308,23,6
304,258,4
264,112,3
271,273,3
187,270,1
294,35,5
48,302,0
70,327,0
170,319,1
237,152,2
278,214,3
348,245,5
280,218,3
248,41,4
294,36,5
154,231,1
70,328,0
78,309,0
247,100,3
107,308,0
273,270,3
240,151,2
67,328,0
122,201,1
167,320,1
82,33,6
205,126,2
303,22,6
172,316,1
350,241,5
176,186,1
199,215,1
77,73,5
43,301,0
341,277,5
54,52,6
66,234,1
184,268,1
320,215,4
135,41,5
308,118,4
156,229,1
306,277,4
41,27,6
294,180,4
80,174,2
58,57,6
73,308,0
296,177,4
308,26,6
272,71,4
79,69,5
69,326,0
271,276,3
246,253,2
305,274,4
319,213,4
294,38,5
114,147,2
96,133,3
56,58,6
347,278,5
68,231,1
59,56,6
249,252,2
308,273,4
237,155,2
296,176,4
149,127,2
84,282,0
154,234,1
69,102,4
47,303,0
345,279,5
273,273,3
67,331,0
315,214,4
72,101,4
149,128,2
135,106,3
317,218,4
109,148,2
205,129,2
239,152,2
74,106,4
208,128,2
186,271,1
247,217,2
153,57,4
249,100,3
137,102,3
66,237,1
184,271,1
169,320,1
151,125,2
135,44,5
130,15,6
156,232,1
46,300,0
80,177,2
69,329,0
150,58,4
346,243,5
319,216,4
246,39,4
148,126,2
137,40,5
307,27,6
104,309,0
276,70,4
195,217,1
68,234,1
302,23,6
249,255,2
308,276,4
296,179,4
82,173,2
310,118,4
149,130,2
297,37,5
316,217,4
80,32,6
274,71,4
81,69,5
207,132,2
248,36,4
132,13,6
304,28,6
89,285,0
95,129,3
153,59,4
205,132,2
170,181,1
239,155,2
298,176,4
167,315,1
318,213,4
267,111,3
245,254,2
186,274,1
304,275,4
67,231,1
276,214,3
150,60,4
184,274,1
326,83,5
130,18,6
111,148,2
46,303,0
241,151,2
148,128,2
247,250,2
136,39,5
246,42,4
90,128,3
249,217,2
309,279,4
148,129,2
137,43,5
125,200,1
264,110,3
271,271,3
238,152,2
68,237,1
212,74,4
76,311,0
82,176,2
310,121,4
48,300,0
297,40,5
346,276,5
170,317,1
80,35,6
269,272,3
152,58,4
348,243,5
150,125,2
136,103,3
248,39,4
132,16,6
294,34,5
78,307,0
197,217,1
167,318,1
318,216,4
82,31,6
83,281,0
243,95,3
304,278,4
350,239,5
245,40,4
120,199,1
240,150,2
276,217,3
136,41,5
306,28,6
326,86,5
270,73,4
43,299,0
111,151,2
159,233,1
77,71,5
81,174,2
302,254,4
172,181,1
341,275,5
350,240,5
75,71,5
320,213,4
247,36,4
308,116,4
269,111,3
40,28,6
57,58,6
306,275,4
73,306,0
248,99,3
308,24,6
125,203,1
272,69,4
113,147,2
238,155,2
297,176,4
48,303,0
346,279,5
269,275,3
236,156,2
249,250,2
295,177,4
59,54,6
136,106,3
248,42,4
154,232,1
248,213,2
325,84,5
78,310,0
240,152,2
206,130,2
74,328,0
67,329,0
196,211,1
82,34,6
299,40,5
126,13,6
243,98,3
172,317,1
120,202,1
67,330,0
152,125,2
208,126,2
246,218,2
81,177,2
172,184,1
341,278,5
54,53,6
66,235,1
184,269,1
169,318,1
347,243,5
320,216,4
247,39,4
85,281,0
102,311,0
308,119,4
306,278,4
131,17,6
308,27,6
272,72,4
206,69,4
69,327,0
275,213,3
83,173,2
311,118,4
184,270,1
169,319,1
58,53,6
248,215,2
81,32,6
104,307,0
74,330,0
59,57,6
119,200,1
310,116,4
248,216,2
85,179,2
171,315,1
325,87,5
110,152,2
274,69,4
345,280,5
265,113,3
74,331,0
67,332,0
302,22,6
349,241,5
72,102,4
196,214,1
65,233,1
109,149,2
95,127,3
44,33,6
205,130,2
126,16,6
274,70,4
250,212,2
124,204,1
342,281,5
112,148,2
153,228,1
53,52,6
42,305,0
327,84,5
184,272,1
198,211,1
135,45,5
123,202,1
308,122,4
326,81,5
268,276,3
130,16,6
46,301,0
80,178,2
175,183,1
272,75,4
246,251,2
77,311,0
150,59,4
130,17,6
309,277,4
148,127,2
81,35,6
125,198,1
270,272,3
238,150,2
68,235,1
302,24,6
155,62,4
119,203,1
310,119,4
132,105,3
210,127,2
316,218,4
274,72,4
277,213,3
265,116,3
152,56,4
136,101,3
305,253,4
293,35,5
132,14,6
89,286,0
65,236,1
109,152,2
95,130,3
244,95,3
170,182,1
134,101,3
318,214,4
271,73,4
267,112,3
303,279,4
38,29,6
327,87,5
129,15,6
175,185,1
106,308,0
67,232,1
150,61,4
309,116,4
76,72,5
326,84,5
130,19,6
111,149,2
46,304,0
243,256,2
84,179,2
134,39,5
175,186,1
75,69,5
267,276,3
281,215,3
136,40,5
273,70,4
300,252,4
344,281,5
55,52,6
88,283,0
185,268,1
