imagecol,imagerow,cluster.init
213,44,4
248,45,4
66,53,6
273,62,4
147,33,5
163,25,5
252,41,4
343,255,5
156,27,5
180,89,3
338,282,5
318,40,6
208,8,5
167,21,5
192,53,4
199,52,4
334,291,5
65,21,6
171,208,1
235,41,4
154,95,3
58,319,0
66,34,6
94,36,6
212,4,5
54,56,6
163,89,3
243,215,2
38,311,0
65,51,6
218,41,4
243,166,2
114,25,6
202,3,5
163,202,1
186,48,4
239,175,2
340,271,5
284,74,4
49,64,6
243,196,2
130,43,5
287,82,4
60,308,0
93,34,6
154,189,1
163,62,4
170,61,4
53,60,6
179,55,4
64,329,0
345,225,5
239,156,2
339,239,5
150,32,5
242,163,2
215,44,4
340,252,5
60,338,0
137,189,1
278,69,4
130,107,3
165,25,5
339,269,5
88,41,6
198,44,4
238,40,4
182,89,3
189,88,3
340,282,5
169,21,5
267,55,4
129,41,5
339,220,5
336,291,5
185,14,5
169,59,4
60,319,0
116,115,3
307,31,6
221,40,4
165,89,3
172,88,3
249,42,4
64,43,6
67,50,6
40,311,0
47,310,0
339,250,5
116,24,6
342,257,5
258,42,4
125,18,6
241,174,2
241,42,4
67,31,6
132,43,5
139,42,5
241,204,2
167,232,1
120,117,3
289,82,4
156,189,1
172,61,4
246,45,4
46,307,0
241,155,2
168,246,1
224,42,4
63,16,6
176,94,3
211,95,3
139,189,1
229,45,4
67,12,6
241,185,2
341,268,5
281,82,4
167,213,1
50,61,6
30,321,0
163,247,1
203,51,4
240,40,4
159,94,3
99,35,6
235,150,2
187,13,5
269,55,4
131,41,5
162,185,1
171,58,4
34,316,0
272,62,4
344,227,5
163,198,1
183,22,5
167,243,1
214,46,4
345,240,5
167,67,4
118,115,3
65,326,0
312,38,6
223,40,4
49,309,0
142,94,3
341,249,5
167,194,1
138,103,3
344,257,5
166,22,5
263,49,4
190,47,4
280,79,4
345,270,5
181,91,3
341,279,5
335,293,5
345,221,5
243,42,4
341,230,5
69,31,6
308,28,6
165,187,1
255,43,4
39,313,0
344,238,5
72,39,6
48,307,0
65,337,0
154,31,5
142,188,1
161,30,5
210,4,5
170,24,5
194,49,4
165,217,1
138,197,1
154,69,4
178,94,3
56,52,6
243,185,2
246,192,2
286,89,4
242,39,4
72,20,6
52,61,6
165,247,1
140,39,5
161,94,3
101,35,6
189,13,5
233,158,2
164,185,1
173,58,4
274,62,4
165,198,1
198,7,5
169,243,1
225,39,4
314,38,6
209,1,5
168,206,1
144,94,3
212,92,3
140,103,3
95,29,6
165,228,1
282,79,4
104,23,6
91,38,6
268,57,4
285,87,4
100,32,6
188,10,5
237,160,2
310,28,6
313,35,6
67,336,0
135,194,1
209,95,3
343,259,5
314,49,6
144,188,1
172,24,5
70,23,6
205,42,4
156,69,4
264,47,4
176,19,5
66,32,6
265,60,4
321,52,6
167,63,4
343,289,5
192,12,5
244,39,4
176,57,4
127,105,3
114,120,3
342,227,5
243,219,2
71,41,6
65,55,6
191,50,4
54,308,0
127,14,6
170,205,1
162,27,5
227,39,4
239,179,2
66,13,6
211,1,5
195,46,4
166,214,1
337,284,5
214,92,3
243,200,2
170,235,1
287,86,4
33,317,0
106,23,6
65,36,6
146,40,5
181,16,5
141,36,5
162,91,3
117,17,6
179,59,4
197,9,5
239,160,2
242,167,2
166,195,1
315,35,6
238,176,2
279,80,4
243,181,2
153,186,1
170,216,1
125,49,5
339,273,5
242,197,2
158,68,4
165,67,4
189,92,3
238,44,4
283,76,4
129,45,5
136,44,5
37,319,0
185,18,5
169,63,4
116,119,3
194,12,5
238,157,2
242,227,2
221,44,4
172,92,3
249,46,4
230,38,4
339,254,5
242,178,2
342,261,5
136,191,1
56,308,0
143,190,1
149,93,3
59,315,0
164,27,5
204,44,4
188,89,3
197,46,4
339,284,5
242,208,2
342,291,5
59,48,6
266,57,4
160,95,3
115,21,6
250,40,4
289,86,4
342,242,5
122,116,3
306,33,6
244,216,2
253,48,4
46,311,0
128,11,6
244,167,2
168,195,1
342,272,5
168,29,5
66,28,6
201,47,4
59,326,0
241,189,2
63,50,6
244,197,2
168,225,1
163,251,1
240,44,4
151,29,5
236,161,2
59,59,6
162,189,1
119,119,3
203,93,3
241,219,2
196,11,5
147,38,5
180,56,4
187,55,4
240,157,2
205,5,5
244,227,2
223,44,4
207,89,3
62,18,6
207,6,5
232,38,4
244,178,2
344,261,5
61,315,0
53,54,6
240,187,2
182,19,5
206,44,4
190,89,3
102,28,6
162,249,1
340,246,5
159,192,1
186,15,5
271,64,4
130,101,3
308,32,6
162,200,1
255,47,4
69,332,0
173,89,3
344,242,5
311,40,6
48,311,0
141,96,3
340,276,5
142,192,1
170,28,5
154,73,4
340,227,5
344,272,5
68,28,6
179,22,5
61,326,0
246,196,2
125,109,3
72,24,6
153,28,5
165,251,1
275,66,4
134,103,3
340,257,5
121,118,3
149,37,5
164,189,1
170,92,3
254,45,4
198,11,5
246,226,2
189,55,4
52,313,0
168,210,1
141,190,1
64,18,6
169,26,5
67,25,6
153,92,3
165,232,1
35,313,0
68,39,6
55,54,6
168,240,1
44,307,0
245,194,2
168,64,4
31,322,0
124,107,3
113,21,6
246,207,2
51,63,6
240,221,2
188,14,5
164,249,1
176,88,3
204,90,3
204,7,5
139,100,3
240,172,2
164,200,1
313,39,6
281,76,4
167,207,1
231,40,4
127,45,5
143,96,3
144,192,1
151,191,1
