imagecol,imagerow,cluster.init
183,284,1
208,233,2
126,275,1
160,356,0
102,163,3
220,197,3
188,287,1
252,120,4
171,174,3
135,99,4
77,244,2
175,278,1
196,374,0
203,373,0
86,238,2
151,167,3
135,212,2
195,229,2
186,97,4
150,359,0
207,193,3
214,192,3
114,284,1
114,108,4
182,220,2
211,297,1
194,184,3
190,369,0
145,161,3
187,223,2
97,284,1
198,288,1
206,99,4
195,372,0
150,164,3
145,274,1
179,355,0
85,174,3
182,363,0
189,99,4
133,164,3
109,228,2
174,219,2
181,218,2
186,359,0
210,233,2
193,182,3
130,362,0
101,110,4
262,131,4
173,174,3
129,217,2
92,228,2
177,278,1
149,100,4
125,164,3
160,165,3
178,353,0
197,229,2
152,359,0
125,277,1
160,278,1
132,100,4
108,164,3
84,114,4
91,113,4
249,127,4
161,353,0
209,98,4
177,176,3
254,130,4
113,167,3
135,359,0
189,223,2
111,285,1
241,121,4
124,162,3
87,173,3
147,274,1
192,98,4
213,194,3
184,362,0
188,283,1
245,117,4
98,168,3
183,217,2
107,162,3
195,181,3
232,108,4
175,98,4
120,222,2
103,171,3
171,283,1
132,362,0
199,285,1
205,188,3
237,111,4
94,228,2
151,276,1
224,102,4
151,100,4
155,358,0
212,192,3
183,360,0
162,94,4
118,370,0
114,217,2
134,275,1
186,281,1
192,184,3
199,183,3
110,226,2
93,113,4
231,106,4
195,368,0
122,366,0
196,288,1
203,287,1
145,94,4
179,175,3
263,128,4
141,279,1
150,273,1
243,121,4
186,179,3
194,98,4
222,193,3
190,283,1
109,161,3
185,217,2
142,97,4
177,98,4
178,173,3
84,242,2
173,283,1
181,94,4
158,165,3
242,118,4
153,275,1
121,282,1
121,106,4
229,109,4
157,358,0
120,369,0
116,216,2
164,94,4
113,163,3
189,219,2
201,182,3
160,211,2
176,95,4
131,364,0
104,282,1
234,118,4
104,106,4
111,105,4
197,368,0
140,358,0
200,375,0
147,94,4
201,295,1
265,128,4
83,178,3
172,219,2
143,279,1
92,172,3
152,273,1
128,161,3
135,160,3
196,97,4
120,218,2
126,279,1
99,114,4
135,273,1
195,290,1
252,124,4
111,161,3
118,160,3
103,280,1
180,172,3
171,216,2
205,297,1
175,282,1
239,115,4
176,357,0
99,227,2
183,180,3
86,242,2
78,123,4
163,172,3
204,227,2
154,216,2
167,93,4
130,104,4
195,95,4
159,357,0
147,218,2
207,235,2
98,112,4
194,226,2
130,217,2
178,95,4
142,357,0
206,190,3
106,282,1
174,280,1
202,375,0
157,167,3
141,212,2
210,294,1
85,178,3
181,354,0
94,172,3
137,159,3
157,280,1
191,361,0
105,166,3
181,222,2
193,186,3
134,219,2
101,114,4
186,225,2
197,290,1
146,359,0
153,95,4
108,225,2
84,175,3
173,216,2
185,356,0
101,227,2
185,180,3
158,274,1
158,98,4
80,123,4
189,284,1
172,171,3
121,215,2
156,216,2
209,234,2
169,93,4
168,356,0
117,224,2
201,291,1
100,111,4
143,99,4
261,133,4
115,280,1
91,230,2
88,177,3
240,112,4
204,374,0
100,224,2
148,278,1
221,104,4
143,212,2
120,283,1
250,119,4
126,99,4
79,120,4
86,119,4
201,96,4
213,236,2
167,353,0
124,279,1
131,278,1
131,102,4
107,166,3
196,368,0
200,289,1
257,123,4
116,160,3
176,177,3
195,223,2
184,96,4
205,192,3
95,232,2
207,187,3
180,281,1
107,279,1
114,278,1
237,115,4
175,215,2
240,123,4
93,174,3
123,102,4
224,106,4
83,122,4
212,196,3
219,195,3
163,281,1
130,213,2
167,277,1
231,110,4
138,362,0
102,287,1
203,291,1
102,111,4
263,132,4
204,190,3
206,299,1
179,217,2
155,167,3
174,213,2
150,277,1
208,294,1
90,177,3
191,181,3
223,104,4
187,366,0
117,371,0
255,126,4
203,96,4
133,277,1
215,236,2
169,353,0
166,213,2
202,289,1
178,177,3
197,223,2
182,281,1
165,168,3
242,122,4
149,213,2
121,373,0
104,167,3
193,100,4
170,171,3
165,281,1
96,116,4
132,213,2
76,241,2
172,355,0
111,109,4
140,362,0
213,188,3
113,280,1
96,229,2
120,103,4
149,356,0
246,124,4
92,176,3
164,166,3
148,211,2
111,222,2
184,224,2
152,277,1
124,99,4
225,103,4
123,362,0
196,188,3
188,220,2
122,217,2
99,288,1
147,166,3
200,184,3
135,277,1
103,284,1
204,288,1
110,107,4
187,175,3
171,220,2
219,98,4
207,296,1
264,130,4
118,277,1
115,224,2
91,174,3
192,178,3
187,288,1
151,213,2
188,363,0
87,121,4
167,97,4
195,99,4
202,98,4
163,214,2
175,354,0
175,178,3
139,279,1
85,239,2
216,233,2
94,233,2
150,97,4
146,214,2
105,227,2
181,283,1
158,354,0
98,229,2
206,232,2
210,298,1
81,116,4
151,356,0
155,100,4
166,165,3
218,196,3
191,290,1
90,110,4
133,97,4
94,176,3
169,173,3
198,188,3
138,276,1
173,277,1
138,100,4
194,373,0
149,165,3
101,288,1
193,228,2
112,282,1
141,359,0
148,358,0
178,286,1
121,276,1
173,220,2
247,121,4
100,172,3
136,161,3
189,288,1
234,112,4
170,280,1
198,375,0
100,285,1
165,214,2
177,354,0
119,161,3
209,193,3
109,109,4
152,97,4
213,297,1
107,227,2
160,354,0
119,367,0
116,221,2
99,108,4
140,163,3
128,361,0
135,97,4
124,370,0
167,357,0
140,276,1
86,236,2
200,293,1
213,102,4
116,164,3
123,163,3
151,165,3
195,227,2
176,219,2
114,282,1
205,234,2
188,183,3
123,276,1
106,163,3
192,287,1
249,121,4
102,172,3
187,221,2
200,98,4
87,230,2
81,244,2
212,238,2
236,112,4
83,239,2
90,238,2
150,162,3
179,353,0
139,212,2
122,161,3
183,98,4
211,193,3
162,170,3
186,357,0
210,231,2
159,275,1
166,98,4
130,360,0
191,223,2
118,221,2
167,173,3
101,108,4
129,215,2
141,355,0
199,372,0
154,164,3
169,357,0
142,275,1
149,274,1
149,98,4
202,293,1
215,102,4
117,105,4
137,164,3
178,219,2
125,275,1
190,359,0
190,183,3
158,211,2
104,171,3
129,358,0
141,160,3
194,287,1
209,96,4
177,174,3
172,284,1
153,100,4
141,273,1
124,160,3
185,98,4
112,226,2
88,114,4
164,170,3
148,215,2
84,123,4
176,171,3
127,219,2
103,169,3
140,96,4
168,98,4
258,130,4
132,360,0
