imagecol,imagerow,cluster.init
225,100,3
184,212,1
94,273,0
238,110,3
179,189,1
226,54,4
66,53,6
91,273,0
145,192,1
188,124,2
195,123,2
124,54,5
200,97,3
182,197,1
246,113,3
75,47,6
85,50,6
188,208,1
154,186,1
71,274,0
133,48,5
106,62,5
258,77,4
217,56,4
224,55,4
196,127,2
203,126,2
269,87,4
111,36,6
208,100,3
71,56,6
118,35,6
131,199,1
84,275,0
115,56,5
176,190,1
222,123,2
251,116,3
246,59,4
235,133,2
230,104,3
240,107,3
181,127,2
92,278,0
207,122,2
68,50,6
184,193,1
212,96,3
147,189,1
252,71,4
82,276,0
126,51,5
113,41,6
248,110,3
231,59,4
215,125,2
64,59,6
220,99,3
250,71,4
159,190,1
260,74,4
132,204,1
239,145,2
97,44,6
210,97,3
239,62,4
116,40,6
93,271,0
242,103,3
195,96,3
94,284,0
84,47,6
220,128,2
254,67,4
233,138,2
128,47,5
214,59,4
245,111,3
233,55,4
198,125,2
212,126,2
203,99,3
73,54,6
92,50,6
142,190,1
186,215,1
257,75,4
124,56,5
97,283,0
88,277,0
171,189,1
246,115,3
253,114,3
241,58,4
225,103,3
265,78,4
104,57,5
118,37,6
179,192,1
77,50,6
244,66,4
181,187,1
91,276,0
216,55,4
247,107,3
100,66,5
182,200,1
205,95,3
75,50,6
112,39,6
135,193,1
235,135,2
107,56,5
154,189,1
71,277,0
238,142,2
259,71,4
180,184,1
214,123,2
133,51,5
224,58,4
238,59,4
94,47,6
95,297,0
131,202,1
163,183,1
186,196,1
222,126,2
251,119,3
227,100,3
74,276,0
246,62,4
235,136,2
240,110,3
130,199,1
237,140,2
109,61,5
184,196,1
163,184,1
197,123,2
126,54,5
190,217,1
202,97,3
248,113,3
91,48,6
187,204,1
156,186,1
73,274,0
135,48,5
245,113,3
260,77,4
224,122,2
210,100,3
229,96,3
93,274,0
237,132,2
178,190,1
95,278,0
242,106,3
102,64,5
106,41,6
253,116,3
65,54,6
192,129,2
94,287,0
248,59,4
227,130,2
84,50,6
107,38,6
232,104,3
156,187,1
254,70,4
233,141,2
128,50,5
111,58,5
245,114,3
204,93,3
233,58,4
257,78,4
135,204,1
178,191,1
221,123,2
231,126,2
99,290,0
226,97,3
253,117,3
241,61,4
82,51,6
161,190,1
78,278,0
180,186,1
265,81,4
104,60,5
204,94,3
267,85,4
229,126,2
234,100,3
197,96,3
247,110,3
113,54,5
86,47,6
112,42,6
99,291,0
135,196,1
184,207,1
154,192,1
259,74,4
137,200,1
235,55,4
180,187,1
214,126,2
109,63,5
209,97,3
219,100,3
255,113,3
94,50,6
95,300,0
144,190,1
163,186,1
170,185,1
173,189,1
90,277,0
243,58,4
222,129,2
217,100,3
227,103,3
155,184,1
106,57,5
93,285,0
130,202,1
237,143,2
199,92,3
95,42,6
148,186,1
184,199,1
70,60,6
218,55,4
197,126,2
102,66,5
216,122,2
202,100,3
72,55,6
221,96,3
91,51,6
250,120,3
156,189,1
73,277,0
261,71,4
135,51,5
92,273,0
240,59,4
262,84,4
97,297,0
224,125,2
201,97,3
229,99,3
82,271,0
103,58,5
150,191,1
178,193,1
95,281,0
185,192,1
134,48,5
248,62,4
67,61,6
132,199,1
199,122,2
111,61,5
263,76,4
204,96,3
211,95,3
201,126,2
74,51,6
100,46,6
97,39,6
118,51,5
165,184,1
75,273,0
137,47,5
223,59,4
93,48,6
189,204,1
99,293,0
231,129,2
226,100,3
267,88,4
234,103,3
129,200,1
134,195,1
256,79,4
184,126,2
183,197,1
194,129,2
113,57,5
86,50,6
93,49,6
220,124,2
162,185,1
184,210,1
225,55,4
76,48,6
235,58,4
209,100,3
144,193,1
187,218,1
223,123,2
228,97,3
62,60,6
80,278,0
138,195,1
238,137,2
133,46,5
258,75,4
93,288,0
237,146,2
196,125,2
203,124,2
206,94,3
69,50,6
78,53,6
95,45,6
236,100,3
174,184,1
84,273,0
91,272,0
218,58,4
185,194,1
249,110,3
188,123,2
115,54,5
261,83,4
216,125,2
104,39,6
114,42,6
221,99,3
228,98,3
230,102,3
206,123,2
182,187,1
252,118,3
211,97,3
240,62,4
262,87,4
97,300,0
269,86,4
71,55,6
172,185,1
82,274,0
131,198,1
103,61,5
115,55,5
95,284,0
187,199,1
157,184,1
74,272,0
129,47,5
250,69,4
112,55,5
220,54,4
239,143,2
97,42,6
263,79,4
98,292,0
116,38,6
241,104,3
165,187,1
194,97,3
218,122,2
120,58,5
242,58,4
266,87,4
93,51,6
226,103,3
127,48,5
133,194,1
233,136,2
105,57,5
186,129,2
198,123,2
212,124,2
73,52,6
142,188,1
257,73,4
234,106,3
129,203,1
131,53,5
97,281,0
184,129,2
183,200,1
253,112,3
113,60,5
220,127,2
138,197,1
184,213,1
76,51,6
102,46,6
96,297,0
72,278,0
181,185,1
91,274,0
101,302,0
188,125,2
195,124,2
261,85,4
223,126,2
200,98,3
182,198,1
235,99,3
75,48,6
225,130,2
114,53,5
259,69,4
138,198,1
238,140,2
99,277,0
133,49,5
93,291,0
224,56,4
196,128,2
203,127,2
238,57,4
185,206,1
95,295,0
269,88,4
71,57,6
131,200,1
91,275,0
110,62,5
115,57,5
261,86,4
222,124,2
251,117,3
104,42,6
164,185,1
74,274,0
81,273,0
246,60,4
235,134,2
239,111,3
230,105,3
227,55,4
109,59,5
184,194,1
172,188,1
82,277,0
89,276,0
96,278,0
131,201,1
189,218,1
197,121,2
221,57,4
231,60,4
95,287,0
249,59,4
205,123,2
103,64,5
187,202,1
233,104,3
251,118,3
140,195,1
112,58,5
239,146,2
219,125,2
97,45,6
263,82,4
229,60,4
80,53,6
239,63,4
93,272,0
101,65,5
106,39,6
84,48,6
227,128,2
251,64,4
79,278,0
233,139,2
214,60,4
245,112,3
233,56,4
212,127,2
73,55,6
142,191,1
257,76,4
223,54,4
121,53,5
195,126,2
97,284,0
202,125,2
221,121,2
