imagecol,imagerow,cluster.init
176,34,5
94,273,0
111,303,0
265,75,4
188,257,1
269,141,3
66,53,6
260,185,2
126,196,1
209,53,4
216,52,4
244,54,4
107,312,0
75,47,6
135,190,1
256,194,2
62,62,6
188,208,1
122,205,1
71,274,0
228,16,5
99,276,0
196,127,2
71,56,6
131,199,1
260,215,2
253,216,2
192,229,1
114,44,6
256,62,4
192,53,4
199,52,4
240,107,3
183,97,3
280,165,3
184,193,1
268,26,5
111,284,0
188,238,1
308,84,5
82,276,0
243,136,2
260,166,2
292,129,4
236,54,4
220,99,3
284,93,4
75,28,6
256,175,2
180,36,5
248,18,5
97,44,6
301,40,6
192,259,1
110,301,0
268,139,3
288,114,4
186,131,2
300,78,5
171,189,1
292,110,4
276,155,3
292,27,6
199,25,5
304,74,5
72,280,0
169,131,2
259,163,2
279,101,4
296,131,4
280,176,3
235,135,2
65,32,6
154,189,1
291,65,5
235,52,4
247,15,5
254,14,5
193,235,1
238,59,4
272,140,3
94,47,6
194,248,1
169,40,5
267,74,4
284,104,4
251,119,3
80,25,6
178,34,5
185,33,5
190,133,2
259,23,5
137,189,1
64,280,0
218,52,4
230,15,5
73,274,0
193,216,1
275,91,4
166,134,2
173,133,2
194,229,1
84,50,6
287,55,5
254,70,4
261,69,4
278,99,4
185,97,3
245,114,3
251,17,5
273,33,5
290,63,5
109,292,0
285,173,3
258,174,2
241,61,4
193,246,1
255,121,3
303,40,6
234,100,3
234,17,5
273,146,3
258,204,2
120,45,6
165,36,5
173,189,1
208,23,5
176,196,1
217,100,3
278,155,3
258,155,2
294,27,6
217,17,5
297,34,6
188,253,1
209,132,2
264,133,3
67,31,6
314,86,5
120,200,1
270,36,5
237,51,4
298,131,4
317,93,5
221,96,3
156,189,1
221,13,5
240,142,2
257,172,2
293,65,5
92,273,0
240,59,4
103,317,0
274,140,3
285,184,3
58,67,6
252,23,5
286,104,4
192,132,2
250,149,2
286,21,6
220,51,4
176,94,3
204,96,3
211,95,3
252,150,2
256,127,3
103,50,6
139,189,1
75,273,0
231,129,2
180,198,1
119,43,6
252,229,2
200,22,5
207,21,5
175,132,2
277,91,4
313,83,5
203,51,4
280,98,4
297,128,4
187,96,3
86,50,6
93,49,6
162,185,1
292,62,5
309,92,5
316,91,5
244,144,2
214,129,2
61,281,0
184,35,5
227,106,3
154,141,2
224,53,4
69,50,6
288,47,5
65,277,0
219,49,4
236,17,5
195,30,5
191,230,1
181,91,3
193,231,1
276,88,4
210,23,5
178,30,5
299,34,6
272,35,5
296,64,5
190,253,1
263,79,4
101,321,0
211,132,2
69,31,6
165,187,1
174,39,5
319,93,5
275,43,5
302,42,6
186,262,1
242,58,4
226,103,3
133,194,1
191,211,1
254,198,2
73,52,6
279,147,3
142,188,1
189,32,5
194,132,2
52,31,6
258,219,2
291,28,6
198,26,5
178,94,3
121,42,6
257,157,2
254,228,2
190,58,4
234,52,4
295,132,4
279,177,3
182,198,1
259,69,4
270,134,3
177,132,2
254,179,2
185,206,1
282,98,4
91,275,0
299,128,4
273,142,3
246,143,2
283,173,3
255,16,5
257,187,2
164,185,1
246,60,4
230,105,3
285,106,4
275,137,3
249,151,2
258,24,5
295,75,5
319,104,5
96,278,0
200,128,2
254,209,2
56,33,6
262,128,3
193,130,2
212,92,3
257,217,2
79,278,0
233,56,4
242,133,2
286,100,4
253,115,3
298,64,5
176,38,5
265,79,4
301,71,5
318,101,5
87,23,6
232,11,5
192,31,5
277,43,5
294,73,5
225,133,2
135,194,1
256,198,2
71,278,0
225,50,4
106,279,0
209,95,3
144,188,1
237,14,5
171,137,2
293,28,6
199,56,4
187,254,1
180,131,2
208,133,2
123,42,6
66,32,6
256,228,2
211,20,5
208,50,4
106,309,0
192,95,3
281,177,3
91,49,6
187,205,1
220,14,5
297,61,5
252,113,3
102,318,0
154,137,2
256,179,2
219,128,2
301,44,6
77,27,6
190,213,1
93,275,0
110,305,0
264,77,4
248,143,2
191,133,2
65,55,6
106,42,6
248,60,4
284,52,5
232,105,3
175,95,3
260,200,2
74,49,6
260,24,5
202,128,2
256,209,2
259,216,2
106,290,0
214,92,3
259,167,2
183,195,1
254,18,5
272,144,3
101,50,6
170,186,1
187,216,1
280,42,5
284,108,4
247,57,4
275,152,3
80,29,6
191,23,5
198,22,5
259,197,2
303,71,5
259,21,5
320,101,5
287,116,4
189,224,1
57,30,6
263,125,3
202,18,5
117,47,6
153,186,1
227,50,4
246,12,5
230,57,4
271,29,5
189,92,3
173,137,2
250,116,3
177,31,5
294,58,5
311,88,5
189,254,1
182,131,2
100,47,6
210,50,4
194,95,3
271,142,3
221,127,2
189,205,1
193,250,1
172,92,3
255,125,3
266,76,4
283,106,4
156,137,2
257,120,3
234,104,3
83,47,6
289,22,6
286,52,5
303,82,5
136,191,1
143,190,1
253,67,4
177,95,3
281,162,3
237,112,3
161,140,2
76,49,6
189,235,1
265,31,5
108,289,0
293,126,4
277,171,3
165,40,5
111,297,0
200,53,4
269,135,3
217,21,5
107,306,0
120,204,1
277,39,5
185,195,1
188,202,1
108,319,0
83,28,6
256,18,5
172,186,1
282,42,5
192,223,1
249,57,4
322,100,5
260,122,3
277,152,3
233,102,3
286,25,6
104,279,0
289,116,4
211,99,3
201,130,2
208,129,2
236,131,2
253,161,2
269,33,5
59,29,6
66,28,6
220,93,3
248,12,5
108,300,0
204,55,4
232,57,4
216,19,5
276,36,5
184,130,2
191,129,2
59,59,6
66,58,6
119,202,1
162,189,1
316,95,5
203,93,3
244,148,2
102,47,6
98,274,0
223,127,2
111,41,6
276,149,3
81,26,6
292,21,6
199,19,5
186,34,5
70,279,0
288,51,5
305,81,5
219,53,4
260,133,3
280,170,3
85,47,6
58,27,6
74,275,0
81,274,0
308,89,5
239,112,3
206,127,2
194,242,1
283,91,4
174,134,2
202,53,4
183,128,2
191,264,1
187,28,5
299,76,5
227,129,2
85,28,6
191,215,1
275,85,4
259,130,3
142,192,1
177,193,1
287,49,5
254,64,4
238,109,3
288,62,5
243,114,3
109,286,0
210,129,2
68,28,6
191,245,1
181,189,1
166,37,5
173,36,5
185,259,1
295,136,4
104,313,0
279,181,3
266,72,4
72,24,6
185,210,1
218,19,5
128,200,1
278,36,5
109,316,0
253,146,2
68,58,6
279,49,5
84,25,6
164,189,1
100,273,0
113,40,6
120,39,6
201,18,5
103,281,0
72,54,6
278,149,3
200,132,2
141,190,1
295,117,4
251,67,4
258,66,4
262,132,3
279,162,3
242,111,3
295,34,6
193,134,2
67,25,6
257,221,2
307,81,5
290,30,6
281,95,4
83,273,0
298,125,4
282,170,3
255,171,2
310,89,5
109,297,0
294,134,4
103,311,0
250,22,5
185,270,1
51,63,6
108,48,6
204,90,3
168,191,1
245,145,2
